nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,league,season,stat_type
ESP,MF,30,1993,17.0,40,20,11,23,6,19,49,38.8,30,19,7,12,32,72,35,1,ESP-La Liga,2023,defense
ESP,FW,21,2002,25.1,31,12,9,15,7,13,36,36.1,23,18,2,16,3,34,4,1,ESP-La Liga,2023,defense
ESP,MF,23,2000,21.9,19,11,3,10,6,8,21,38.1,13,5,1,4,10,29,5,0,ESP-La Liga,2023,defense
ESP,"DF,MF",24,1998,0.1,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,ESP-La Liga,2023,defense
ESP,"FW,MF",37,1986,4.7,9,6,2,4,3,4,9,44.4,5,10,1,9,3,12,9,0,ESP-La Liga,2023,defense
ESP,MF,20,2003,9.7,12,10,2,6,4,5,10,50.0,5,13,2,11,2,14,9,0,ESP-La Liga,2023,defense
ESP,GK,26,1997,35.4,2,1,1,1,0,2,3,66.7,1,0,0,0,1,3,9,0,ESP-La Liga,2023,defense
ESP,DF,28,1995,12.8,18,9,15,3,0,12,19,63.2,7,8,5,3,11,29,34,1,ESP-La Liga,2023,defense
ESP,DF,33,1990,21.4,33,25,13,14,6,19,33,57.6,14,28,9,19,20,53,62,0,ESP-La Liga,2023,defense
ESP,FW,28,1995,17.7,23,14,9,9,5,7,24,29.2,17,23,0,23,5,28,13,0,ESP-La Liga,2023,defense
ESP,DF,34,1989,25.1,56,39,26,24,6,42,71,59.2,29,28,6,22,15,71,44,0,ESP-La Liga,2023,defense
MAR,FW,19,2004,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,ESP-La Liga,2023,defense
FRA,"FW,MF",32,1991,29.4,33,19,14,14,5,15,41,36.6,26,34,3,31,10,43,23,1,ESP-La Liga,2023,defense
BEL,MF,18,2005,1.8,1,0,0,1,0,0,1,0.0,1,5,0,5,6,7,2,0,ESP-La Liga,2023,defense
BEL,DF,34,1989,30.9,35,21,23,12,0,17,24,70.8,7,40,21,19,16,51,119,0,ESP-La Liga,2023,defense
ESP,DF,33,1989,15.8,25,14,15,9,1,12,19,63.2,7,25,6,19,16,41,46,0,ESP-La Liga,2023,defense
BRA,DF,32,1990,4.5,7,5,4,3,0,3,4,75.0,1,5,3,2,4,11,27,0,ESP-La Liga,2023,defense
SVN,GK,30,1993,38.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,0,ESP-La Liga,2023,defense
ESP,DF,28,1994,1.0,5,4,2,2,1,4,5,80.0,1,1,0,1,1,6,3,0,ESP-La Liga,2023,defense
URU,DF,28,1995,14.7,18,10,10,7,1,5,16,31.3,11,16,12,4,10,28,95,0,ESP-La Liga,2023,defense
ESP,MF,31,1992,27.7,66,44,27,32,7,36,79,45.6,43,37,12,25,16,82,34,1,ESP-La Liga,2023,defense
ESP,"MF,DF",28,1995,28.5,40,23,18,17,5,16,44,36.4,28,36,11,25,14,54,35,0,ESP-La Liga,2023,defense
ESP,DF,28,1995,28.4,46,25,29,13,4,28,51,54.9,23,27,9,18,30,76,93,0,ESP-La Liga,2023,defense
NED,FW,29,1994,9.9,5,2,0,3,2,3,6,50.0,3,2,0,2,1,6,0,0,ESP-La Liga,2023,defense
ARG,DF,25,1998,20.6,38,22,16,18,4,26,54,48.1,28,19,3,16,9,47,36,1,ESP-La Liga,2023,defense
ESP,MF,20,2003,17.3,45,25,15,29,1,19,40,47.5,21,20,3,17,28,73,24,2,ESP-La Liga,2023,defense
MOZ,DF,29,1994,8.1,30,22,16,11,3,19,22,86.4,3,10,2,8,15,45,21,0,ESP-La Liga,2023,defense
ARG,MF,29,1994,23.1,31,21,11,14,6,15,38,39.5,23,28,1,27,11,42,15,2,ESP-La Liga,2023,defense
ESP,"DF,MF",23,2000,17.0,30,19,18,4,8,18,46,39.1,28,19,0,19,9,39,20,0,ESP-La Liga,2023,defense
MAR,MF,19,2004,0.1,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0,ESP-La Liga,2023,defense
BRA,"DF,MF",23,1999,23.1,61,34,32,17,12,35,70,50.0,35,37,1,36,14,75,27,0,ESP-La Liga,2023,defense
ESP,MF,28,1994,15.3,64,39,29,29,6,30,49,61.2,19,36,9,27,14,78,56,0,ESP-La Liga,2023,defense
MNE,DF,32,1991,18.1,27,19,16,7,4,15,30,50.0,15,29,15,14,27,54,61,1,ESP-La Liga,2023,defense
FRA,MF,27,1995,1.8,3,1,2,1,0,1,2,50.0,1,0,0,0,0,3,0,0,ESP-La Liga,2023,defense
BEL,DF,29,1993,2.5,4,4,3,1,0,2,7,28.6,5,2,0,2,1,5,6,0,ESP-La Liga,2023,defense
ESP,FW,30,1992,21.2,16,10,4,7,5,3,5,60.0,2,18,3,15,1,17,26,0,ESP-La Liga,2023,defense
ARG,"FW,MF",28,1995,17.0,22,15,3,11,8,5,17,29.4,12,13,0,13,2,24,6,0,ESP-La Liga,2023,defense
TUR,DF,27,1996,1.3,1,1,1,0,0,0,0,,0,1,0,1,1,2,7,0,ESP-La Liga,2023,defense
MAR,"FW,MF",21,2001,0.8,1,1,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0,ESP-La Liga,2023,defense
ESP,DF,19,2003,15.3,20,11,11,6,3,7,11,63.6,4,14,1,13,5,25,21,1,ESP-La Liga,2023,defense
DEN,"DF,MF",27,1996,22.0,23,14,7,14,2,16,28,57.1,12,23,10,13,21,44,41,0,ESP-La Liga,2023,defense
ESP,"MF,FW",20,2002,0.6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,ESP-La Liga,2023,defense
ESP,DF,22,2001,0.6,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,ESP-La Liga,2023,defense
ESP,"MF,FW",20,2003,16.1,41,21,15,18,8,14,40,35.0,26,14,1,13,4,45,9,0,ESP-La Liga,2023,defense
ESP,FW,23,2000,13.5,9,6,1,6,2,5,16,31.3,11,7,1,6,5,14,6,0,ESP-La Liga,2023,defense
NED,MF,26,1997,18.2,43,26,14,23,6,8,19,42.1,11,18,8,10,14,57,28,1,ESP-La Liga,2023,defense
ESP,"MF,FW",18,2004,10.5,39,21,20,14,5,18,36,50.0,18,19,3,16,8,47,16,1,ESP-La Liga,2023,defense
ESP,DF,16,2006,3.5,6,5,5,1,0,4,10,40.0,6,0,0,0,2,8,4,0,ESP-La Liga,2023,defense
ESP,GK,24,1999,10.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,1,ESP-La Liga,2023,defense
ESP,DF,32,1991,14.4,10,7,9,1,0,6,8,75.0,2,13,10,3,11,21,50,0,ESP-La Liga,2023,defense
POR,DF,29,1994,27.8,64,44,35,21,8,38,58,65.5,20,35,6,29,29,93,59,1,ESP-La Liga,2023,defense
POR,FW,23,1999,17.1,22,16,9,7,6,8,22,36.4,14,14,1,13,10,32,11,0,ESP-La Liga,2023,defense
FRA,DF,24,1998,32.2,37,23,22,10,5,28,51,54.9,23,32,12,20,25,62,83,5,ESP-La Liga,2023,defense
ESP,FW,16,2007,24.5,61,37,32,15,14,18,48,37.5,30,32,0,32,19,80,11,0,ESP-La Liga,2023,defense
ESP,MF,19,2003,0.2,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,2,0,ESP-La Liga,2023,defense
ESP,"FW,MF",17,2006,0.8,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,ESP-La Liga,2023,defense
GER,GK,31,1992,28.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,3,ESP-La Liga,2023,defense
ESP,DF,32,1990,2.8,5,3,2,3,0,3,4,75.0,1,2,0,2,4,9,6,0,ESP-La Liga,2023,defense
ESP,MF,31,1991,10.4,34,20,17,14,3,13,24,54.2,11,12,2,10,10,44,18,0,ESP-La Liga,2023,defense
ESP,DF,16,2007,17.3,22,14,18,3,1,13,18,72.2,5,20,16,4,12,34,65,0,ESP-La Liga,2023,defense
ESP,"MF,FW",20,2002,16.4,33,24,16,13,4,8,27,29.6,19,27,3,24,14,47,10,0,ESP-La Liga,2023,defense
BRA,"FW,MF",26,1996,15.2,14,8,6,6,2,4,18,22.2,14,17,1,16,13,27,11,0,ESP-La Liga,2023,defense
POL,FW,34,1988,30.6,8,5,0,6,2,4,12,33.3,8,13,4,9,9,17,18,0,ESP-La Liga,2023,defense
URU,DF,24,1999,22.2,27,22,11,15,1,12,17,70.6,5,20,11,9,12,39,66,2,ESP-La Liga,2023,defense
ESP,"MF,DF",31,1992,9.6,15,10,4,10,1,3,11,27.3,8,7,2,5,8,23,7,1,ESP-La Liga,2023,defense
BRA,FW,18,2005,3.6,3,2,2,0,1,0,2,0.0,2,3,0,3,0,3,5,0,ESP-La Liga,2023,defense
GER,MF,32,1990,33.3,32,22,14,16,2,12,39,30.8,27,19,4,15,21,53,18,1,ESP-La Liga,2023,defense
MAR,FW,21,2001,9.6,17,14,7,5,5,4,14,28.6,10,10,0,10,5,22,5,0,ESP-La Liga,2023,defense
BRA,DF,23,2000,15.6,25,19,15,9,1,17,34,50.0,17,23,5,18,15,40,62,0,ESP-La Liga,2023,defense
ESP,"DF,FW",27,1996,11.3,46,27,28,13,5,32,59,54.2,27,12,1,11,14,60,33,1,ESP-La Liga,2023,defense
MEX,MF,36,1986,5.0,17,12,5,9,3,7,14,50.0,7,4,2,2,6,23,5,0,ESP-La Liga,2023,defense
SEN,FW,17,2005,11.6,20,12,5,9,6,6,17,35.3,11,22,4,18,7,27,7,0,ESP-La Liga,2023,defense
ESP,FW,30,1993,25.5,59,32,16,33,10,21,49,42.9,28,42,4,38,22,81,18,0,ESP-La Liga,2023,defense
ESP,FW,30,1993,4.5,0,0,0,0,0,0,3,0.0,3,0,0,0,2,2,2,0,ESP-La Liga,2023,defense
MAR,DF,20,2003,24.0,35,24,17,18,0,17,27,63.0,10,23,14,9,23,58,108,0,ESP-La Liga,2023,defense
CHI,GK,40,1983,7.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,ESP-La Liga,2023,defense
COD,FW,32,1991,2.2,1,0,0,1,0,0,0,,0,2,0,2,0,1,0,0,ESP-La Liga,2023,defense
ARG,FW,29,1994,3.3,2,1,0,2,0,1,3,33.3,2,2,0,2,1,3,4,0,ESP-La Liga,2023,defense
ESP,GK,24,1999,3.5,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,2,1,ESP-La Liga,2023,defense
ARG,DF,32,1991,30.7,34,24,24,10,0,23,38,60.5,15,31,18,13,31,65,150,0,ESP-La Liga,2023,defense
ARG,MF,29,1994,20.5,53,30,21,24,8,34,55,61.8,21,27,6,21,29,82,44,0,ESP-La Liga,2023,defense
ESP,DF,28,1995,19.0,34,22,14,16,4,20,53,37.7,33,13,5,8,22,56,40,1,ESP-La Liga,2023,defense
ESP,MF,31,1992,25.8,41,27,15,21,5,14,38,36.8,24,19,1,18,10,51,7,0,ESP-La Liga,2023,defense
USA,MF,21,2001,14.8,48,29,19,24,5,22,33,66.7,11,20,5,15,32,80,31,0,ESP-La Liga,2023,defense
ESP,FW,23,2000,0.8,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,ESP-La Liga,2023,defense
ESP,DF,23,2000,20.6,38,24,21,13,4,17,31,54.8,14,31,6,25,19,57,62,0,ESP-La Liga,2023,defense
ITA,DF,26,1997,4.0,7,3,5,2,0,4,5,80.0,1,10,4,6,4,11,16,0,ESP-La Liga,2023,defense
BRA,FW,22,2001,6.8,15,11,4,10,1,9,14,64.3,5,11,0,11,5,20,8,0,ESP-La Liga,2023,defense
ESP,DF,32,1991,2.5,4,3,3,1,0,4,5,80.0,1,3,1,2,3,7,10,0,ESP-La Liga,2023,defense
ESP,MF,26,1996,22.0,52,36,17,29,6,30,53,56.6,23,29,6,23,17,69,23,1,ESP-La Liga,2023,defense
FRA,"MF,FW",30,1993,11.7,15,10,5,7,3,5,10,50.0,5,9,0,9,7,22,3,0,ESP-La Liga,2023,defense
ESP,DF,17,2005,0.5,1,1,0,0,1,1,1,100.0,0,0,0,0,1,2,3,0,ESP-La Liga,2023,defense
ESP,"FW,MF",27,1996,12.8,24,16,8,11,5,12,22,54.5,10,14,0,14,22,46,10,2,ESP-La Liga,2023,defense
CIV,MF,25,1997,0.3,5,3,0,2,3,3,3,100.0,0,3,1,2,1,6,1,0,ESP-La Liga,2023,defense
ESP,DF,22,2001,1.8,2,2,1,1,0,2,2,100.0,0,2,2,0,2,4,9,1,ESP-La Liga,2023,defense
ESP,"FW,MF",23,2000,11.7,17,10,6,7,4,8,21,38.1,13,11,0,11,8,25,2,0,ESP-La Liga,2023,defense
POR,GK,29,1994,27.5,0,0,0,0,0,0,3,0.0,3,0,0,0,1,1,13,1,ESP-La Liga,2023,defense
ESP,MF,21,2001,6.3,15,8,8,6,1,11,23,47.8,12,12,1,11,9,24,10,0,ESP-La Liga,2023,defense
GRE,DF,35,1988,12.6,21,14,16,5,0,13,17,76.5,4,15,9,6,6,27,60,0,ESP-La Liga,2023,defense
POR,MF,31,1992,7.6,20,12,11,7,2,10,16,62.5,6,8,1,7,8,28,9,1,ESP-La Liga,2023,defense
BRA,FW,31,1991,21.9,7,3,1,2,4,2,5,40.0,3,8,2,6,2,9,15,0,ESP-La Liga,2023,defense
SEN,DF,30,1993,11.6,16,11,12,3,1,8,12,66.7,4,6,3,3,11,27,27,0,ESP-La Liga,2023,defense
GRE,FW,23,1999,10.1,15,7,2,6,7,3,8,37.5,5,6,3,3,2,17,9,0,ESP-La Liga,2023,defense
SWE,DF,28,1995,24.6,36,30,30,5,1,19,28,67.9,9,35,28,7,34,70,159,2,ESP-La Liga,2023,defense
ESP,"MF,DF",25,1998,8.6,13,5,6,5,2,7,18,38.9,11,14,1,13,5,18,8,0,ESP-La Liga,2023,defense
ESP,DF,22,2001,17.6,33,21,17,9,7,23,37,62.2,14,24,12,12,22,55,78,0,ESP-La Liga,2023,defense
ESP,MF,22,2001,7.9,14,7,3,8,3,4,13,30.8,9,12,2,10,4,18,4,0,ESP-La Liga,2023,defense
ESP,MF,20,2003,2.9,6,3,1,3,2,1,3,33.3,2,4,2,2,1,7,2,0,ESP-La Liga,2023,defense
ESP,MF,24,1999,27.0,56,32,22,23,11,24,63,38.1,39,28,2,26,18,74,34,0,ESP-La Liga,2023,defense
ARG,"MF,DF",29,1994,6.1,24,18,13,9,2,13,24,54.2,11,16,0,16,9,33,4,0,ESP-La Liga,2023,defense
ESP,FW,21,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ESP-La Liga,2023,defense
ESP,MF,19,2003,8.0,19,17,3,13,3,8,20,40.0,12,7,1,6,2,21,5,0,ESP-La Liga,2023,defense
ESP,"MF,DF",20,2003,8.5,14,9,8,3,3,9,20,45.0,11,4,1,3,5,19,9,0,ESP-La Liga,2023,defense
ESP,FW,35,1987,30.1,11,6,4,6,1,1,15,6.7,14,23,3,20,10,21,8,0,ESP-La Liga,2023,defense
ESP,GK,26,1997,11.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,0,ESP-La Liga,2023,defense
BRA,"DF,MF",27,1995,10.0,27,18,22,5,0,13,24,54.2,11,13,5,8,12,39,32,0,ESP-La Liga,2023,defense
ESP,"DF,MF",29,1994,8.3,15,11,6,5,4,8,15,53.3,7,14,3,11,3,18,17,0,ESP-La Liga,2023,defense
ESP,"MF,DF",21,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ESP-La Liga,2023,defense
CIV,"MF,FW",27,1996,22.0,14,9,4,8,2,2,17,11.8,15,20,0,20,18,32,12,0,ESP-La Liga,2023,defense
GHA,DF,27,1995,4.5,8,3,6,2,0,4,8,50.0,4,3,1,2,4,12,28,0,ESP-La Liga,2023,defense
NOR,FW,23,2000,31.8,21,11,1,15,5,8,38,21.1,30,15,1,14,5,26,17,0,ESP-La Liga,2023,defense
ESP,DF,30,1993,7.8,15,13,7,7,1,12,21,57.1,9,11,3,8,5,20,25,0,ESP-La Liga,2023,defense
USA,MF,25,1998,21.7,39,21,12,22,5,22,43,51.2,21,23,4,19,12,51,17,0,ESP-La Liga,2023,defense
ESP,"DF,MF",22,2000,19.7,54,28,21,25,8,31,55,56.4,24,23,3,20,19,73,65,0,ESP-La Liga,2023,defense
ESP,MF,20,2003,3.3,6,3,3,1,2,3,9,33.3,6,8,0,8,4,10,0,0,ESP-La Liga,2023,defense
SRB,"DF,MF",27,1995,9.0,15,9,9,6,0,9,12,75.0,3,9,2,7,10,25,23,0,ESP-La Liga,2023,defense
PER,"MF,DF",28,1995,14.9,41,29,19,19,3,14,25,56.0,11,31,7,24,21,62,50,1,ESP-La Liga,2023,defense
ARG,"MF,FW",24,1999,3.7,6,1,3,2,1,4,6,66.7,2,3,0,3,3,9,3,0,ESP-La Liga,2023,defense
