league,season,team,player,nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP,stat_type
ESP-La Liga,2024,Betis,Iker Losada,ESP,"MF,FW",23-253,2001,3.7,107,142,75.4,1421,331,73,87,83.9,25,34,73.5,4,8,50.0,0,0.3,0.2,-0.3,6,4,5,1,14,passing
ESP-La Liga,2024,Betis,Isco,ESP,MF,32-355,1992,11.7,613,753,81.4,9985,3162,308,339,90.9,210,250,84.0,62,105,59.0,4,2.9,2.3,1.1,36,83,20,1,98,passing
ESP-La Liga,2024,Betis,Jesus Rodríguez,ESP,FW,19-141,2005,8.7,164,223,73.5,2060,644,115,138,83.3,34,50,68.0,5,8,62.5,0,0.1,0.4,-0.1,5,12,12,2,25,passing
ESP-La Liga,2024,Betis,Johnny Cardoso,USA,MF,23-203,2001,18.9,708,839,84.4,10887,2755,386,431,89.6,264,299,88.3,37,56,66.1,1,0.9,0.7,0.1,7,42,2,0,59,passing
ESP-La Liga,2024,Betis,Juanmi,ESP,"FW,MF",31-326,1993,2.7,58,70,82.9,674,153,49,54,90.7,6,8,75.0,2,2,100.0,0,0.4,0.1,-0.4,4,2,1,0,4,passing
ESP-La Liga,2024,Betis,Marc Bartra,ESP,DF,34-086,1991,16.5,640,812,78.8,13319,4703,215,230,93.5,320,364,87.9,98,196,50.0,0,0.0,0.2,0.0,1,41,4,0,45,passing
ESP-La Liga,2024,Betis,Marc Roca,ESP,MF,28-136,1996,10.1,465,538,86.4,7964,2303,220,236,93.2,198,216,91.7,33,54,61.1,2,1.0,0.5,1.0,12,51,6,2,59,passing
ESP-La Liga,2024,Betis,Mateo Flores,ESP,MF,21-004,2004,1.7,56,69,81.2,955,282,25,30,83.3,28,32,87.5,3,5,60.0,0,0.0,0.1,0.0,0,3,1,1,9,passing
ESP-La Liga,2024,Betis,Nabil Fekir,FRA,MF,31-267,1993,2.0,67,82,81.7,1052,381,38,43,88.4,20,23,87.0,6,10,60.0,1,0.5,0.8,0.5,6,5,6,2,10,passing
ESP-La Liga,2024,Betis,Natan,BRA,DF,24-064,2001,16.7,791,900,87.9,15360,4836,258,276,93.5,455,495,91.9,72,119,60.5,1,0.6,0.8,0.4,5,39,3,1,42,passing
ESP-La Liga,2024,Betis,Pablo Fornals,ESP,"MF,FW",29-048,1996,14.9,606,774,78.3,9883,3568,301,347,86.7,231,290,79.7,49,80,61.3,0,2.2,2.4,-2.2,28,71,29,8,110,passing
ESP-La Liga,2024,Betis,Pablo Garcia,ESP,FW,18-239,2006,0.3,5,8,62.5,93,14,2,2,100.0,3,5,60.0,0,1,0.0,0,0.0,0.1,0.0,0,0,0,0,0,passing
ESP-La Liga,2024,Betis,Ricardo Rodríguez,SUI,DF,32-229,1992,10.7,470,582,80.8,6846,2464,277,298,93.0,164,219,74.9,16,42,38.1,0,0.3,0.6,-0.3,5,34,7,5,48,passing
ESP-La Liga,2024,Betis,Rodri,ESP,FW,24-330,2000,1.3,56,66,84.8,941,282,35,36,97.2,14,17,82.4,7,11,63.6,0,0.1,0.3,-0.1,2,4,5,0,8,passing
ESP-La Liga,2024,Betis,Romain Perraud,FRA,DF,27-201,1997,17.7,727,931,78.1,10096,3483,436,483,90.3,230,291,79.0,24,71,33.8,0,1.1,1.1,-1.1,11,48,10,7,50,passing
ESP-La Liga,2024,Betis,Rui Silva,POR,GK,31-063,1994,15.0,412,524,78.6,10283,6196,66,66,100.0,250,250,100.0,93,203,45.8,0,0.1,0.0,-0.1,2,5,0,0,0,passing
ESP-La Liga,2024,Betis,Sergi Altimira,ESP,MF,23-229,2001,18.3,891,1011,88.1,14155,3329,446,485,92.0,352,383,91.9,59,78,75.6,1,1.5,0.9,-0.5,19,78,10,0,79,passing
ESP-La Liga,2024,Betis,Sergio Arribas,ESP,DF,22-060,2003,1.0,37,54,68.5,533,210,22,23,95.7,12,20,60.0,2,5,40.0,0,0.0,0.0,0.0,0,1,0,0,1,passing
ESP-La Liga,2024,Betis,Vitor Roque,BRA,FW,20-042,2005,13.7,142,195,72.8,1986,451,73,96,76.0,49,61,80.3,6,8,75.0,0,1.2,0.7,-1.2,12,4,10,3,17,passing
ESP-La Liga,2024,Betis,William Carvalho,POR,MF,33-004,1992,3.2,164,198,82.8,2541,837,95,105,90.5,47,57,82.5,14,24,58.3,0,0.0,0.1,0.0,2,19,1,0,21,passing
ESP-La Liga,2024,Betis,Youssouf Sabaly,SEN,DF,32-037,1993,15.8,752,872,86.2,10328,3694,469,500,93.8,246,290,84.8,18,40,45.0,1,0.8,0.8,0.2,10,37,6,5,44,passing
ESP-La Liga,2024,Betis,Ángel Ortíz,ESP,DF,20-260,2004,3.8,152,208,73.1,2361,1036,80,90,88.9,62,85,72.9,7,20,35.0,1,0.1,0.2,0.9,3,11,3,2,14,passing
ESP-La Liga,2024,Celta Vigo,Alfon,ESP,"FW,MF",25-342,1999,10.4,188,261,72.0,2707,357,109,123,88.6,60,86,69.8,9,20,45.0,2,2.1,1.6,-0.1,17,5,4,1,16,passing
ESP-La Liga,2024,Celta Vigo,Anastasios Douvikas,GRE,FW,25-252,1999,7.8,76,107,71.0,1074,147,39,53,73.6,30,37,81.1,2,2,100.0,1,0.2,0.2,0.8,3,2,1,0,6,passing
ESP-La Liga,2024,Celta Vigo,Borja Iglesias,ESP,FW,32-084,1993,17.6,295,408,72.3,4224,671,167,210,79.5,91,112,81.3,15,21,71.4,2,1.8,1.2,0.2,14,18,8,0,25,passing
ESP-La Liga,2024,Celta Vigo,Carl Starfelt,SWE,DF,29-314,1995,25.1,1529,1633,93.6,27590,9713,553,577,95.8,887,929,95.5,80,105,76.2,0,0.2,0.2,-0.2,6,56,1,0,65,passing
ESP-La Liga,2024,Celta Vigo,Carlos Dominguez,ESP,DF,24-059,2001,8.2,542,626,86.6,9999,3333,171,182,94.0,333,359,92.8,29,69,42.0,0,0.0,0.1,0.0,1,36,0,0,42,passing
ESP-La Liga,2024,Celta Vigo,Damián Rodríguez,ESP,MF,22-025,2003,8.8,621,698,89.0,10433,3053,279,301,92.7,292,308,94.8,39,66,59.1,0,0.7,1.1,-0.7,14,73,3,0,60,passing
ESP-La Liga,2024,Celta Vigo,Fer López,,"FW,MF",,,3.6,108,130,83.1,1729,438,54,60,90.0,45,54,83.3,6,10,60.0,0,1.2,1.1,-1.2,6,9,9,0,25,passing
ESP-La Liga,2024,Celta Vigo,Fran Beltrán,ESP,MF,26-067,1999,20.3,1024,1157,88.5,18090,5236,427,463,92.2,490,528,92.8,88,116,75.9,0,1.2,1.1,-1.2,11,109,8,1,118,passing
ESP-La Liga,2024,Celta Vigo,Franco Cervi,ARG,"FW,MF",30-320,1994,2.9,90,131,68.7,1658,584,36,46,78.3,44,52,84.6,8,22,36.4,0,0.3,0.3,-0.3,5,12,2,0,14,passing
ESP-La Liga,2024,Celta Vigo,Hugo Sotelo,ESP,MF,21-113,2003,12.6,806,942,85.6,14872,3887,323,340,95.0,378,412,91.7,86,151,57.0,0,1.3,1.4,-1.3,16,92,12,3,75,passing
ESP-La Liga,2024,Celta Vigo,Hugo Álvarez,ESP,"MF,DF",21-283,2003,15.4,698,887,78.7,10624,2875,376,432,87.0,278,335,83.0,27,52,51.9,2,0.8,1.6,1.2,15,29,13,3,48,passing
ESP-La Liga,2024,Celta Vigo,Iago Aspas,ESP,"FW,MF",37-253,1987,16.4,539,728,74.0,8714,2463,285,357,79.8,167,210,79.5,58,85,68.2,3,3.0,3.1,0.0,29,61,29,3,112,passing
ESP-La Liga,2024,Celta Vigo,Iker Losada,ESP,"FW,MF",23-253,2001,3.1,86,111,77.5,1301,311,49,57,86.0,30,38,78.9,4,6,66.7,0,0.3,0.6,-0.3,5,14,5,2,16,passing
ESP-La Liga,2024,Celta Vigo,Ilaix Moriba,GUI,MF,22-082,2003,17.3,654,751,87.1,10188,2641,334,380,87.9,238,261,91.2,47,59,79.7,1,1.2,2.0,-0.2,16,82,15,2,83,passing
ESP-La Liga,2024,Celta Vigo,Iván Villar,ESP,GK,27-276,1997,4.0,95,117,81.2,1704,1111,30,30,100.0,44,44,100.0,10,32,31.3,0,0.0,0.0,0.0,0,0,0,0,0,passing
ESP-La Liga,2024,Celta Vigo,Jailson Siqueira,BRA,"DF,MF",29-216,1995,6.5,409,453,90.3,7257,2753,155,165,93.9,224,237,94.5,27,41,65.9,0,0.0,0.1,0.0,1,28,0,0,39,passing
ESP-La Liga,2024,Celta Vigo,Javi Rodríguez,ESP,DF,21-289,2003,21.6,1156,1346,85.9,20957,6190,445,484,91.9,595,650,91.5,102,173,59.0,2,0.9,0.8,1.1,10,84,8,0,92,passing
ESP-La Liga,2024,Celta Vigo,Javier Manquillo,ESP,DF,30-341,1994,5.7,335,373,89.8,5537,1582,156,169,92.3,163,172,94.8,13,23,56.5,0,0.0,0.1,0.0,0,22,2,0,24,passing
ESP-La Liga,2024,Celta Vigo,Jonathan Bamba,CIV,"FW,MF",29-016,1996,9.0,287,364,78.8,4015,1041,170,197,86.3,85,102,83.3,14,24,58.3,1,1.8,1.6,-0.8,12,20,13,6,30,passing
ESP-La Liga,2024,Celta Vigo,Joseph Aidoo,GHA,DF,29-194,1995,0.0,6,7,85.7,126,81,1,1,100.0,5,5,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,passing
ESP-La Liga,2024,Celta Vigo,Luca de la Torre,USA,MF,26-323,1998,0.0,4,5,80.0,55,0,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
ESP-La Liga,2024,Celta Vigo,Marcos Alonso,ESP,DF,34-104,1990,23.0,1662,1870,88.9,29731,10938,681,723,94.2,826,872,94.7,130,217,59.9,0,1.0,1.7,-1.0,14,162,17,5,165,passing
ESP-La Liga,2024,Celta Vigo,Mihailo Ristić,SRB,"MF,DF",29-162,1995,2.7,119,155,76.8,2027,607,55,61,90.2,55,66,83.3,8,19,42.1,1,0.1,0.0,0.9,2,5,0,0,4,passing
ESP-La Liga,2024,Celta Vigo,Pablo Durán,ESP,"FW,MF",23-321,2001,11.0,215,305,70.5,3130,558,116,144,80.6,75,95,78.9,12,28,42.9,3,2.1,0.6,0.9,11,16,8,3,23,passing
ESP-La Liga,2024,Celta Vigo,Sergio Carreira,ESP,"MF,DF",24-180,2000,13.6,513,671,76.5,8379,2771,255,294,86.7,224,282,79.4,32,64,50.0,3,2.4,2.3,0.6,14,26,23,8,43,passing
ESP-La Liga,2024,Celta Vigo,Tadeo Allende,ARG,FW,26-050,1999,0.0,1,3,33.3,7,1,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
ESP-La Liga,2024,Celta Vigo,Vicente Guaita,ESP,GK,38-091,1987,26.0,604,732,82.5,14249,9111,126,127,99.2,329,331,99.4,136,259,52.5,0,0.0,0.0,0.0,0,1,0,0,0,passing
ESP-La Liga,2024,Celta Vigo,Williot Swedberg,SWE,"FW,MF",21-069,2004,11.8,222,306,72.5,3093,647,134,166,80.7,61,83,73.5,12,18,66.7,3,2.0,1.8,1.0,11,15,10,1,23,passing
ESP-La Liga,2024,Celta Vigo,Yoel Lago,ESP,DF,21-017,2004,1.5,129,143,90.2,2244,782,48,51,94.1,72,76,94.7,7,14,50.0,0,0.0,0.0,0.0,0,6,0,0,10,passing
ESP-La Liga,2024,Celta Vigo,Óscar Mingueza,ESP,"MF,DF",25-333,1999,23.1,1287,1658,77.6,22549,9174,590,654,90.2,534,674,79.2,128,246,52.0,6,4.9,5.0,1.1,23,135,48,9,156,passing
ESP-La Liga,2024,Espanyol,Alejo Véliz,ARG,FW,21-204,2003,11.0,110,166,66.3,1472,163,70,94,74.5,27,44,61.4,7,9,77.8,0,0.5,0.1,-0.5,2,8,0,0,7,passing
ESP-La Liga,2024,Espanyol,Alex Král,CZE,MF,26-327,1998,27.3,539,758,71.1,9016,2474,265,336,78.9,218,269,81.0,44,93,47.3,1,1.5,1.6,-0.5,12,69,11,4,73,passing
ESP-La Liga,2024,Espanyol,Antoniu,ESP,"MF,FW",22-218,2002,6.4,91,133,68.4,1256,401,53,64,82.8,29,41,70.7,3,11,27.3,1,1.1,1.0,-0.1,7,6,6,3,16,passing
ESP-La Liga,2024,Espanyol,Brian Oliván,ESP,DF,31-010,1994,11.3,317,458,69.2,5671,2788,145,156,92.9,134,192,69.8,34,87,39.1,1,1.1,0.8,-0.1,15,44,12,9,40,passing
ESP-La Liga,2024,Espanyol,Carlos Romero,ESP,"DF,MF",23-164,2001,19.5,465,663,70.1,7653,2881,241,297,81.1,182,235,77.4,35,90,38.9,1,1.1,1.4,-0.1,20,34,18,7,43,passing
ESP-La Liga,2024,Espanyol,Edu Expósito,ESP,"MF,FW",28-253,1996,3.7,85,146,58.2,1612,605,35,42,83.3,38,60,63.3,11,35,31.4,1,1.3,0.7,-0.3,7,15,4,0,22,passing
ESP-La Liga,2024,Espanyol,Fernando Calero,ESP,"DF,MF",29-209,1995,4.8,156,187,83.4,3211,1255,50,52,96.2,77,88,87.5,26,39,66.7,0,0.0,0.0,0.0,1,8,0,0,7,passing
ESP-La Liga,2024,Espanyol,Irvin Cardona,FRA,"FW,MF",27-246,1997,6.7,100,161,62.1,1428,432,56,73,76.7,31,49,63.3,6,21,28.6,1,0.6,1.2,0.4,9,9,11,4,15,passing
ESP-La Liga,2024,Espanyol,Javi Puado,ESP,"FW,MF",26-321,1998,25.7,384,503,76.3,5781,899,208,251,82.9,137,166,82.5,23,46,50.0,2,1.6,1.0,0.4,17,26,9,3,52,passing
ESP-La Liga,2024,Espanyol,Joan García,ESP,GK,23-342,2001,29.0,650,930,69.9,18666,14507,129,131,98.5,285,289,98.6,232,503,46.1,0,0.0,0.0,0.0,0,13,1,0,1,passing
ESP-La Liga,2024,Espanyol,Jofre,ESP,"MF,FW",23-298,2001,19.7,280,404,69.3,4285,1201,153,183,83.6,98,142,69.0,17,39,43.6,3,1.8,1.3,1.2,18,14,13,7,42,passing
ESP-La Liga,2024,Espanyol,José Gragera,ESP,MF,24-132,2000,6.3,190,217,87.6,3436,848,74,87,85.1,101,106,95.3,12,17,70.6,0,0.0,0.1,0.0,1,14,0,0,14,passing
ESP-La Liga,2024,Espanyol,Justin Smith,CAN,MF,22-066,2003,2.3,40,61,65.6,654,165,16,25,64.0,20,26,76.9,2,6,33.3,0,0.0,0.0,0.0,1,3,0,0,6,passing
ESP-La Liga,2024,Espanyol,Leandro Cabrera,URU,DF,33-298,1991,24.0,798,1081,73.8,16647,7871,261,303,86.1,408,476,85.7,120,269,44.6,1,0.4,0.6,0.6,6,71,10,2,55,passing
ESP-La Liga,2024,Espanyol,Marash Kumbulla,ALB,DF,25-062,2000,25.2,852,1016,83.9,16872,6413,268,295,90.8,469,506,92.7,107,191,56.0,0,0.0,0.3,0.0,1,31,2,1,53,passing
ESP-La Liga,2024,Espanyol,Naci Ünüvar,NED,"MF,DF",21-302,2003,0.3,13,18,72.2,193,38,7,8,87.5,3,3,100.0,2,4,50.0,0,0.0,0.1,0.0,1,1,1,1,1,passing
ESP-La Liga,2024,Espanyol,Omar El Hilali,MAR,DF,21-211,2003,27.4,940,1208,77.8,18015,6883,365,416,87.7,457,544,84.0,110,208,52.9,2,0.7,1.2,1.3,7,66,9,6,69,passing
ESP-La Liga,2024,Espanyol,Pere Milla,ESP,"MF,FW",32-200,1992,3.0,60,105,57.1,1008,294,26,39,66.7,24,37,64.9,7,15,46.7,0,0.1,0.2,-0.1,2,5,2,0,6,passing
ESP-La Liga,2024,Espanyol,Pol Lozano,ESP,MF,25-187,1999,16.9,549,657,83.6,9778,3259,231,259,89.2,252,293,86.0,51,74,68.9,0,0.5,0.9,-0.5,15,76,10,3,91,passing
ESP-La Liga,2024,Espanyol,Rafael Bauza,ESP,MF,20-071,2005,2.0,46,54,85.2,779,192,24,25,96.0,17,20,85.0,4,7,57.1,0,0.0,0.0,0.0,0,3,1,0,7,passing
ESP-La Liga,2024,Espanyol,Roberto Férnandez,ESP,FW,22-282,2002,8.2,91,132,68.9,1018,146,62,76,81.6,17,33,51.5,2,2,100.0,0,0.1,0.1,-0.1,3,5,3,0,9,passing
ESP-La Liga,2024,Espanyol,Sergi Gómez,ESP,DF,33-014,1992,7.2,309,348,88.8,6063,1896,89,96,92.7,190,198,96.0,29,51,56.9,0,0.0,0.0,0.0,0,3,0,0,8,passing
ESP-La Liga,2024,Espanyol,Urko González,ESP,MF,24-022,2001,6.6,127,168,75.6,2294,628,50,63,79.4,59,69,85.5,15,21,71.4,1,0.4,0.2,0.6,5,13,2,0,25,passing
ESP-La Liga,2024,Espanyol,Walid Cheddira,MAR,FW,27-079,1998,6.7,67,92,72.8,931,232,37,47,78.7,23,29,79.3,2,5,40.0,1,1.2,0.4,-0.2,6,3,1,0,11,passing
ESP-La Liga,2024,Espanyol,Álvaro Aguado,ESP,MF,28-345,1996,4.6,168,221,76.0,3272,1041,54,70,77.1,87,104,83.7,24,36,66.7,1,0.6,0.4,0.4,4,23,8,3,27,passing
ESP-La Liga,2024,Espanyol,Álvaro Tejero,ESP,"MF,DF",28-265,1996,12.8,390,549,71.0,7173,2646,165,186,88.7,168,206,81.6,46,116,39.7,4,2.7,3.1,1.3,29,23,17,10,39,passing
ESP-La Liga,2024,Getafe,Abdoulaye Keita,ESP,"FW,MF",22-222,2002,1.1,15,27,55.6,257,66,8,11,72.7,6,6,100.0,1,6,16.7,0,0.0,0.1,0.0,0,3,1,1,2,passing
ESP-La Liga,2024,Getafe,Alberto Risco,ESP,"MF,FW",19-224,2005,0.8,25,34,73.5,340,98,15,18,83.3,6,8,75.0,2,4,50.0,0,0.1,0.2,-0.1,4,1,4,3,3,passing
ESP-La Liga,2024,Getafe,Alex Sola,ESP,"MF,FW",25-306,1999,11.4,155,242,64.0,2177,529,100,125,80.0,39,59,66.1,9,29,31.0,1,0.7,0.8,0.3,9,12,2,1,23,passing
ESP-La Liga,2024,Getafe,Allan Nyom,CMR,"DF,MF",36-336,1988,7.3,215,272,79.0,3469,1270,110,121,90.9,87,103,84.5,14,39,35.9,1,0.3,0.3,0.7,4,20,5,4,19,passing
ESP-La Liga,2024,Getafe,Bertuğ Yıldırım,TUR,FW,22-273,2002,10.3,81,148,54.7,1087,246,45,80,56.3,25,42,59.5,4,7,57.1,0,0.9,0.4,-0.9,6,9,5,2,10,passing
ESP-La Liga,2024,Getafe,Borja Mayoral,ESP,FW,28-006,1997,7.0,116,155,74.8,1726,331,65,77,84.4,36,47,76.6,8,11,72.7,1,0.4,0.2,0.6,3,8,2,0,11,passing
ESP-La Liga,2024,Getafe,Carles Aleñá,ESP,"MF,FW",27-096,1998,5.0,93,117,79.5,1504,299,45,55,81.8,38,44,86.4,6,11,54.5,0,0.1,0.1,-0.1,3,9,3,1,12,passing
ESP-La Liga,2024,Getafe,Carles Pérez,ESP,"MF,FW",27-054,1998,15.3,216,321,67.3,3272,775,125,158,79.1,70,100,70.0,14,37,37.8,0,1.5,1.3,-1.5,17,15,14,8,19,passing
ESP-La Liga,2024,Getafe,Chrisantus Uche,NGA,"FW,MF",21-327,2003,23.4,337,509,66.2,4459,1101,215,282,76.2,89,136,65.4,10,28,35.7,5,2.0,2.4,3.0,25,32,14,3,43,passing
ESP-La Liga,2024,Getafe,Coba da Costa,ESP,"MF,FW",22-259,2002,8.3,130,204,63.7,1906,453,71,98,72.4,40,60,66.7,10,22,45.5,1,0.6,0.6,0.4,5,9,8,5,9,passing
ESP-La Liga,2024,Getafe,David Argüelles,ESP,MF,23-100,2002,0.1,3,5,60.0,25,2,3,4,75.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing
ESP-La Liga,2024,Getafe,David Soria,ESP,GK,32-007,1993,30.0,419,819,51.2,17855,15840,25,25,100.0,123,125,98.4,271,664,40.8,0,0.0,0.1,0.0,0,42,1,0,0,passing
ESP-La Liga,2024,Getafe,Diego Rico,ESP,DF,32-047,1993,27.0,925,1363,67.9,16477,9175,430,499,86.2,403,572,70.5,83,220,37.7,3,2.2,2.8,0.8,30,101,37,24,118,passing
ESP-La Liga,2024,Getafe,Djené,TOG,"DF,MF",33-101,1991,24.5,607,800,75.9,11195,4567,250,305,82.0,278,342,81.3,71,127,55.9,0,0.6,0.8,-0.6,9,68,13,6,67,passing
ESP-La Liga,2024,Getafe,Domingos Duarte,POR,DF,30-032,1995,14.0,362,464,78.0,8029,2650,85,105,81.0,211,238,88.7,63,115,54.8,0,0.1,0.1,-0.1,2,33,0,0,34,passing
ESP-La Liga,2024,Getafe,Gorka Rivera Alonso,ESP,"DF,MF",20-253,2004,0.2,5,11,45.5,94,27,1,2,50.0,4,7,57.1,0,2,0.0,0,0.0,0.0,0.0,0,1,0,0,1,passing
ESP-La Liga,2024,Getafe,Iglesias,ESP,DF,26-282,1998,24.9,552,972,56.8,10699,5394,242,320,75.6,237,388,61.1,71,210,33.8,1,2.0,1.6,-1.0,18,66,22,13,65,passing
ESP-La Liga,2024,Getafe,Ismael Bekhoucha,MAR,MF,20-142,2004,0.0,0,2,0.0,0,0,0,1,0.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing
ESP-La Liga,2024,Getafe,Jesús Santiago,ESP,MF,20-321,2004,3.6,77,110,70.0,1166,352,45,60,75.0,26,33,78.8,3,11,27.3,0,0.0,0.2,0.0,0,9,0,0,12,passing
ESP-La Liga,2024,Getafe,John Joe,IRL,"MF,FW",21-169,2003,0.5,16,20,80.0,193,48,12,13,92.3,2,4,50.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,passing
ESP-La Liga,2024,Getafe,Juan Bernat,ESP,"MF,FW",32-041,1993,4.5,75,110,68.2,1010,242,51,65,78.5,18,27,66.7,3,4,75.0,1,0.5,0.3,0.5,4,6,5,2,10,passing
ESP-La Liga,2024,Getafe,Juan Berrocal,ESP,DF,25-342,1999,9.0,230,304,75.7,4728,1995,64,71,90.1,138,167,82.6,25,59,42.4,0,0.0,0.1,0.0,1,15,1,0,20,passing
ESP-La Liga,2024,Getafe,Juanmi,ESP,"FW,MF",31-326,1993,6.5,88,118,74.6,1295,189,55,68,80.9,22,27,81.5,7,9,77.8,0,0.3,0.1,-0.3,4,3,3,0,7,passing
ESP-La Liga,2024,Getafe,Luis Milla,ESP,MF,30-186,1994,24.9,927,1238,74.9,16898,4964,408,465,87.7,379,464,81.7,118,254,46.5,3,2.7,3.6,0.3,52,118,19,8,128,passing
ESP-La Liga,2024,Getafe,Mauro Arambarri,URU,MF,29-193,1995,22.9,471,641,73.5,8079,1879,219,276,79.3,194,244,79.5,46,89,51.7,0,0.3,0.5,-0.3,9,60,2,1,64,passing
ESP-La Liga,2024,Getafe,Nabil Aberdin,FRA,MF,22-231,2002,2.9,36,61,59.0,680,267,12,20,60.0,12,19,63.2,8,13,61.5,0,0.0,0.1,0.0,1,7,2,0,6,passing
ESP-La Liga,2024,Getafe,Omar Alderete,PAR,DF,28-106,1996,26.4,624,923,67.6,14446,6479,165,204,80.9,323,403,80.1,133,282,47.2,0,0.9,0.8,-0.9,11,105,12,2,91,passing
ESP-La Liga,2024,Getafe,Peter González,DOM,"MF,FW",22-260,2002,4.0,69,95,72.6,1005,278,36,44,81.8,26,34,76.5,3,5,60.0,0,0.1,0.3,-0.1,4,1,5,3,5,passing
ESP-La Liga,2024,Getafe,Ramón Terrats,ESP,"MF,FW",24-175,2000,6.6,123,192,64.1,2213,684,57,70,81.4,51,71,71.8,14,43,32.6,0,0.9,0.5,-0.9,6,21,4,0,24,passing
ESP-La Liga,2024,Getafe,Álvaro Rodríguez,URU,FW,20-271,2004,7.0,90,176,51.1,1228,244,58,88,65.9,25,53,47.2,3,8,37.5,0,0.2,0.2,-0.2,3,13,1,0,9,passing
ESP-La Liga,2024,Girona,Abel Ruiz,ESP,FW,25-073,2000,13.0,198,227,87.2,2981,405,119,129,92.2,64,68,94.1,14,21,66.7,0,0.4,0.6,-0.4,4,13,4,0,19,passing
ESP-La Liga,2024,Girona,Alejandro Francés,ESP,DF,22-253,2002,9.9,529,624,84.8,9869,2787,207,225,92.0,262,279,93.9,56,94,59.6,0,0.0,0.4,0.0,2,43,6,3,45,passing
ESP-La Liga,2024,Girona,Arnau Martinez,ESP,"DF,MF",21-351,2003,22.7,1278,1485,86.1,20377,5766,646,695,92.9,545,616,88.5,68,114,59.6,2,1.8,1.4,0.2,15,124,12,3,138,passing
ESP-La Liga,2024,Girona,Arnaut Danjuma,NED,"FW,MF",28-070,1997,12.7,272,371,73.3,4599,1223,138,160,86.3,99,131,75.6,27,47,57.4,0,1.4,2.1,-1.4,19,15,21,6,36,passing
ESP-La Liga,2024,Girona,Arthur Melo,BRA,MF,28-242,1996,3.5,214,231,92.6,4111,943,70,73,95.9,110,117,94.0,29,33,87.9,0,0.0,0.2,0.0,0,20,2,1,28,passing
ESP-La Liga,2024,Girona,Bojan Miovski,MKD,FW,25-291,1999,9.4,82,109,75.2,1188,104,47,56,83.9,31,40,77.5,3,3,100.0,1,0.2,0.2,0.8,3,2,1,1,4,passing
ESP-La Liga,2024,Girona,Bryan Gil,ESP,"FW,MF",24-059,2001,19.1,621,759,81.8,8853,1808,380,420,90.5,198,238,83.2,23,50,46.0,3,2.9,3.2,0.1,21,27,33,7,74,passing
ESP-La Liga,2024,Girona,Cristhian Stuani,URU,FW,38-181,1986,6.8,60,87,69.0,750,67,40,50,80.0,16,27,59.3,1,3,33.3,2,0.4,0.3,1.6,5,0,2,0,4,passing
ESP-La Liga,2024,Girona,Daley Blind,NED,DF,35-033,1990,22.9,1809,2023,89.4,33110,11654,785,831,94.5,824,888,92.8,188,255,73.7,2,1.1,2.0,0.9,10,230,15,4,198,passing
ESP-La Liga,2024,Girona,David López,ESP,DF,35-184,1989,21.8,1508,1653,91.2,28417,9919,489,517,94.6,899,938,95.8,110,175,62.9,0,0.1,0.5,-0.1,3,108,5,0,98,passing
ESP-La Liga,2024,Girona,Donny van de Beek,NED,MF,27-358,1997,15.3,358,432,82.9,5106,1013,212,235,90.2,119,144,82.6,14,21,66.7,2,3.2,3.6,-1.2,18,20,11,0,44,passing
ESP-La Liga,2024,Girona,Ferrán Ruiz,ESP,MF,21-350,2003,0.2,3,6,50.0,39,15,2,3,66.7,1,3,33.3,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,passing
ESP-La Liga,2024,Girona,Gabriel Osei Misehouy,NED,"FW,MF",19-267,2005,2.9,90,103,87.4,1327,247,50,53,94.3,39,41,95.1,0,8,0.0,0,0.3,0.3,-0.3,4,11,4,0,15,passing
ESP-La Liga,2024,Girona,Iker Almena,ESP,"FW,DF",20-342,2004,0.5,23,32,71.9,328,34,13,14,92.9,10,14,71.4,0,1,0.0,1,0.7,0.4,0.3,2,0,0,0,2,passing
ESP-La Liga,2024,Girona,Iván Martín,ESP,MF,26-056,1999,18.5,1082,1195,90.5,16989,3254,541,580,93.3,441,478,92.3,62,73,84.9,1,1.8,1.9,-0.8,20,90,13,2,109,passing
ESP-La Liga,2024,Girona,Jhon Solis,COL,MF,20-190,2004,4.9,232,255,91.0,3532,845,123,128,96.1,98,108,90.7,7,11,63.6,0,0.1,0.3,-0.1,2,25,1,1,26,passing
ESP-La Liga,2024,Girona,Juanpe,ESP,DF,33-346,1991,6.7,439,502,87.5,9180,2986,116,125,92.8,264,279,94.6,57,89,64.0,0,0.1,0.1,-0.1,2,29,1,0,25,passing
ESP-La Liga,2024,Girona,Kim Minsu,KOR,"MF,FW",19-082,2006,0.2,9,10,90.0,105,8,5,6,83.3,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
