nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,league,season,stat_type
MAR,"MF,FW",23,2000,10.0,4,27,15,55.6,2.71,1.5,0.15,0.27,13.7,0,0,0,3.3,3.3,0.12,0.7,0.7,GER-Bundesliga,2023,shooting
BRA,DF,20,2003,2.0,0,2,1,50.0,0.98,0.49,0.0,0.0,21.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,GER-Bundesliga,2023,shooting
ESP,FW,30,1993,2.8,0,8,3,37.5,2.81,1.05,0.0,0.0,15.2,0,0,0,1.4,1.4,0.17,-1.4,-1.4,GER-Bundesliga,2023,shooting
BFA,DF,24,1999,23.2,0,12,1,8.3,0.52,0.04,0.0,0.0,16.3,0,0,0,1.0,1.0,0.08,-1.0,-1.0,GER-Bundesliga,2023,shooting
ARG,MF,24,1998,20.3,4,19,4,21.1,0.93,0.2,0.11,0.5,23.2,0,2,2,3.3,1.8,0.09,0.7,0.2,GER-Bundesliga,2023,shooting
GER,MF,20,2003,26.4,11,70,33,47.1,2.66,1.25,0.14,0.3,18.1,1,1,1,8.9,8.2,0.12,2.1,1.8,GER-Bundesliga,2023,shooting
SUI,MF,30,1992,31.3,3,45,14,31.1,1.44,0.45,0.07,0.21,25.5,0,0,0,1.8,1.8,0.04,1.2,1.2,GER-Bundesliga,2023,shooting
COL,"DF,MF",20,2003,0.5,0,2,0,0.0,3.91,0.0,0.0,,24.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,GER-Bundesliga,2023,shooting
NED,DF,22,2000,25.0,9,55,21,38.2,2.2,0.84,0.16,0.43,13.9,0,0,0,8.2,8.2,0.15,0.8,0.8,GER-Bundesliga,2023,shooting
GER,MF,31,1992,24.5,5,60,25,41.7,2.45,1.02,0.08,0.2,18.5,0,0,0,5.9,5.9,0.1,-0.9,-0.9,GER-Bundesliga,2023,shooting
GER,DF,27,1996,29.2,4,26,10,38.5,0.89,0.34,0.15,0.4,13.1,0,0,0,2.1,2.1,0.08,1.9,1.9,GER-Bundesliga,2023,shooting
CRO,DF,23,2000,14.0,3,10,5,50.0,0.71,0.36,0.3,0.6,16.4,0,0,0,0.8,0.8,0.08,2.2,2.2,GER-Bundesliga,2023,shooting
FIN,GK,33,1989,33.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
CZE,GK,23,2000,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
GER,MF,26,1996,1.0,0,3,2,66.7,3.14,2.09,0.0,0.0,21.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,GER-Bundesliga,2023,shooting
NGA,"DF,MF",24,1999,9.1,5,21,11,52.4,2.31,1.21,0.24,0.45,15.1,0,0,0,3.5,3.5,0.17,1.5,1.5,GER-Bundesliga,2023,shooting
BEL,MF,18,2005,0.2,0,1,0,0.0,5.63,0.0,0.0,,26.7,0,0,0,0.0,0.0,0.03,0.0,0.0,GER-Bundesliga,2023,shooting
CIV,DF,22,2001,20.1,1,5,1,20.0,0.25,0.05,0.2,1.0,15.1,0,0,0,0.6,0.6,0.12,0.4,0.4,GER-Bundesliga,2023,shooting
CZE,FW,27,1996,11.8,7,39,12,30.8,3.3,1.02,0.15,0.5,12.7,0,1,1,6.0,5.3,0.13,1.0,0.7,GER-Bundesliga,2023,shooting
ECU,DF,21,2002,16.5,1,18,6,33.3,1.09,0.36,0.06,0.17,14.2,0,0,0,1.9,1.9,0.11,-0.9,-0.9,GER-Bundesliga,2023,shooting
GER,"MF,DF",28,1994,18.8,4,23,9,39.1,1.22,0.48,0.17,0.44,20.0,2,0,0,1.7,1.7,0.07,2.3,2.3,GER-Bundesliga,2023,shooting
NGA,FW,22,2000,17.2,14,76,30,39.5,4.42,1.75,0.13,0.33,16.0,0,4,4,15.4,12.3,0.16,-1.4,-2.3,GER-Bundesliga,2023,shooting
ESP,DF,27,1995,30.9,10,71,23,32.4,2.3,0.74,0.14,0.43,21.7,18,0,0,5.7,5.7,0.08,4.3,4.3,GER-Bundesliga,2023,shooting
NOR,DF,26,1997,11.0,1,4,1,25.0,0.36,0.09,0.25,1.0,6.6,0,0,0,0.7,0.7,0.17,0.3,0.3,GER-Bundesliga,2023,shooting
FRA,DF,26,1997,27.6,2,31,5,16.1,1.12,0.18,0.06,0.4,18.2,0,0,0,1.5,1.5,0.05,0.5,0.5,GER-Bundesliga,2023,shooting
GER,MF,24,1998,1.9,0,2,1,50.0,1.06,0.53,0.0,0.0,12.8,0,0,0,0.2,0.2,0.09,-0.2,-0.2,GER-Bundesliga,2023,shooting
NED,"MF,DF",28,1995,0.6,0,2,0,0.0,3.33,0.0,0.0,,21.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,GER-Bundesliga,2023,shooting
MAR,"MF,FW",25,1998,3.6,1,11,6,54.5,3.08,1.68,0.09,0.17,17.2,0,0,1,1.7,0.9,0.08,-0.7,0.1,GER-Bundesliga,2023,shooting
GER,"MF,FW",19,2004,18.2,4,30,12,40.0,1.65,0.66,0.13,0.33,18.2,2,0,0,3.5,3.5,0.12,0.5,0.5,GER-Bundesliga,2023,shooting
GER,GK,32,1991,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
GER,DF,30,1993,9.2,0,6,1,16.7,0.65,0.11,0.0,0.0,19.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,GER-Bundesliga,2023,shooting
GER,"FW,DF",22,2000,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
GER,"DF,MF",29,1994,24.3,1,25,7,28.0,1.03,0.29,0.04,0.14,16.5,0,0,0,1.6,1.6,0.07,-0.6,-0.6,GER-Bundesliga,2023,shooting
SUI,DF,27,1996,14.3,0,15,0,0.0,1.05,0.0,0.0,,26.8,3,0,0,0.5,0.5,0.03,-0.5,-0.5,GER-Bundesliga,2023,shooting
GER,"FW,MF",23,2000,2.0,0,7,1,14.3,3.42,0.49,0.0,0.0,17.4,0,0,0,0.6,0.6,0.09,-0.6,-0.6,GER-Bundesliga,2023,shooting
GER,"FW,MF",23,2000,17.1,8,40,16,40.0,2.34,0.94,0.18,0.44,14.5,0,1,1,6.1,5.3,0.13,1.9,1.7,GER-Bundesliga,2023,shooting
FRA,DF,32,1990,4.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
AUT,"FW,MF",31,1992,16.6,1,33,7,21.2,1.99,0.42,0.03,0.14,14.8,0,0,0,2.3,2.3,0.07,-1.3,-1.3,GER-Bundesliga,2023,shooting
LUX,MF,23,2000,29.0,4,38,13,34.2,1.31,0.45,0.11,0.31,16.4,0,0,0,4.5,4.5,0.12,-0.5,-0.5,GER-Bundesliga,2023,shooting
KOR,"MF,FW",30,1992,23.5,6,38,13,34.2,1.62,0.55,0.16,0.46,14.7,0,0,0,4.9,4.9,0.13,1.1,1.1,GER-Bundesliga,2023,shooting
FRA,FW,29,1994,15.1,2,27,6,22.2,1.79,0.4,0.07,0.33,13.1,0,0,2,5.3,3.7,0.14,-3.3,-1.7,GER-Bundesliga,2023,shooting
GER,"MF,FW",25,1997,8.0,1,38,9,23.7,4.77,1.13,0.03,0.11,21.2,4,0,0,1.9,1.9,0.05,-0.9,-0.9,GER-Bundesliga,2023,shooting
GER,MF,20,2002,0.2,0,1,0,0.0,5.0,0.0,0.0,,16.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,GER-Bundesliga,2023,shooting
GER,DF,25,1998,4.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
GER,"MF,DF",22,2001,2.9,0,4,1,25.0,1.4,0.35,0.0,0.0,17.8,0,0,0,0.3,0.3,0.08,-0.3,-0.3,GER-Bundesliga,2023,shooting
GER,MF,26,1996,14.6,1,35,8,22.9,2.4,0.55,0.03,0.13,26.8,11,0,1,2.2,1.4,0.04,-1.2,-0.4,GER-Bundesliga,2023,shooting
GER,"FW,MF",18,2005,1.4,0,2,0,0.0,1.45,0.0,0.0,,8.2,0,0,0,0.5,0.5,0.24,-0.5,-0.5,GER-Bundesliga,2023,shooting
AUT,DF,29,1994,22.2,1,24,9,37.5,1.08,0.41,0.04,0.11,19.2,0,0,0,1.4,1.4,0.06,-0.4,-0.4,GER-Bundesliga,2023,shooting
GER,GK,28,1994,30.0,0,1,0,0.0,0.03,0.0,0.0,,12.3,0,0,0,0.0,0.0,0.01,0.0,0.0,GER-Bundesliga,2023,shooting
NED,DF,21,2001,31.5,3,25,11,44.0,0.79,0.35,0.12,0.27,9.1,0,0,0,2.7,2.7,0.11,0.3,0.3,GER-Bundesliga,2023,shooting
SUI,DF,30,1993,13.8,1,14,3,21.4,1.01,0.22,0.07,0.33,15.4,0,0,0,1.4,1.4,0.1,-0.4,-0.4,GER-Bundesliga,2023,shooting
GER,DF,31,1991,7.4,0,4,2,50.0,0.54,0.27,0.0,0.0,16.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,GER-Bundesliga,2023,shooting
GER,MF,22,2001,15.0,1,19,2,10.5,1.27,0.13,0.05,0.5,24.0,0,0,0,0.8,0.8,0.04,0.2,0.2,GER-Bundesliga,2023,shooting
MLI,MF,25,1998,17.0,2,21,9,42.9,1.24,0.53,0.1,0.22,22.7,0,0,0,1.1,1.1,0.05,0.9,0.9,GER-Bundesliga,2023,shooting
GER,DF,26,1997,28.1,1,35,9,25.7,1.25,0.32,0.03,0.11,19.1,4,0,0,2.5,2.5,0.07,-1.5,-1.5,GER-Bundesliga,2023,shooting
SVN,FW,20,2003,17.0,14,47,25,53.2,2.77,1.47,0.3,0.56,13.0,0,0,0,7.7,7.7,0.16,6.3,6.3,GER-Bundesliga,2023,shooting
FRA,DF,20,2002,24.3,1,7,3,42.9,0.29,0.12,0.14,0.33,10.6,0,0,0,0.8,0.8,0.11,0.2,0.2,GER-Bundesliga,2023,shooting
AUT,"MF,FW",23,1999,12.9,5,31,11,35.5,2.41,0.85,0.16,0.45,14.7,0,0,0,3.7,3.7,0.12,1.3,1.3,GER-Bundesliga,2023,shooting
GER,"DF,MF",28,1994,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
ESP,MF,25,1998,16.1,4,45,13,28.9,2.8,0.81,0.09,0.31,18.7,3,0,0,3.3,3.3,0.07,0.7,0.7,GER-Bundesliga,2023,shooting
GER,DF,25,1998,30.4,2,14,4,28.6,0.46,0.13,0.14,0.5,20.3,4,0,0,0.8,0.8,0.05,1.2,1.2,GER-Bundesliga,2023,shooting
FRA,"DF,MF",18,2005,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
MKD,"MF,FW",23,1999,3.0,0,10,4,40.0,3.38,1.35,0.0,0.0,16.4,1,0,0,0.8,0.8,0.08,-0.8,-0.8,GER-Bundesliga,2023,shooting
SWE,"MF,FW",31,1991,5.2,2,11,4,36.4,2.13,0.78,0.18,0.5,22.5,1,0,1,1.4,0.6,0.05,0.6,1.4,GER-Bundesliga,2023,shooting
POR,MF,20,2002,1.8,0,3,2,66.7,1.64,1.09,0.0,0.0,14.9,0,0,0,0.2,0.2,0.07,-0.2,-0.2,GER-Bundesliga,2023,shooting
GER,GK,32,1991,21.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
NOR,MF,16,2007,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
SVN,MF,32,1990,15.1,1,6,1,16.7,0.4,0.07,0.17,1.0,22.2,0,0,0,0.2,0.2,0.03,0.8,0.8,GER-Bundesliga,2023,shooting
BEL,FW,23,2000,30.0,24,118,59,50.0,3.94,1.97,0.19,0.37,14.2,1,2,3,22.1,19.7,0.17,1.9,2.3,GER-Bundesliga,2023,shooting
GER,DF,27,1996,16.0,1,6,2,33.3,0.38,0.13,0.17,0.5,16.2,0,0,0,0.7,0.7,0.12,0.3,0.3,GER-Bundesliga,2023,shooting
FRA,DF,23,2000,23.8,2,30,11,36.7,1.26,0.46,0.07,0.18,11.3,0,0,0,3.9,3.9,0.13,-1.9,-1.9,GER-Bundesliga,2023,shooting
AUT,MF,22,2001,8.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
GAM,FW,17,2006,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
HUN,GK,33,1990,13.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
GER,"FW,MF",27,1996,2.3,2,8,5,62.5,3.48,2.17,0.13,0.2,17.8,0,1,1,2.4,1.6,0.2,-0.4,-0.6,GER-Bundesliga,2023,shooting
HUN,DF,30,1992,17.6,0,7,2,28.6,0.4,0.11,0.0,0.0,9.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,GER-Bundesliga,2023,shooting
AUT,MF,25,1997,27.5,0,21,3,14.3,0.76,0.11,0.0,0.0,26.0,0,0,0,1.1,1.1,0.05,-1.1,-1.1,GER-Bundesliga,2023,shooting
NED,MF,20,2003,29.5,8,79,31,39.2,2.68,1.05,0.09,0.23,21.1,3,1,2,8.3,6.7,0.08,-0.3,0.3,GER-Bundesliga,2023,shooting
DEN,FW,29,1994,13.5,5,29,16,55.2,2.14,1.18,0.17,0.31,10.6,0,0,0,5.7,5.7,0.2,-0.7,-0.7,GER-Bundesliga,2023,shooting
GER,GK,26,1996,30.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
GER,MF,22,2001,29.9,1,16,3,18.8,0.53,0.1,0.06,0.33,22.0,2,0,0,1.6,1.6,0.1,-0.6,-0.6,GER-Bundesliga,2023,shooting
FRA,DF,22,2001,11.2,0,3,1,33.3,0.27,0.09,0.0,0.0,24.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,GER-Bundesliga,2023,shooting
,MF,26,1996,29.1,0,19,2,10.5,0.65,0.07,0.0,0.0,21.8,0,0,0,1.0,1.0,0.05,-1.0,-1.0,GER-Bundesliga,2023,shooting
CRO,"FW,DF",25,1998,0.5,0,1,0,0.0,1.96,0.0,0.0,,24.2,0,0,0,0.0,0.0,0.03,0.0,0.0,GER-Bundesliga,2023,shooting
GER,"FW,MF",25,1998,28.5,8,53,24,45.3,1.86,0.84,0.15,0.33,17.7,2,0,1,6.6,5.8,0.11,1.4,2.2,GER-Bundesliga,2023,shooting
FRA,DF,24,1999,16.1,1,11,2,18.2,0.68,0.12,0.09,0.5,11.0,0,0,0,1.0,1.0,0.09,0.0,0.0,GER-Bundesliga,2023,shooting
GER,"FW,MF",27,1996,23.2,18,106,51,48.1,4.57,2.2,0.17,0.35,17.4,0,0,1,15.0,14.3,0.13,3.0,3.7,GER-Bundesliga,2023,shooting
FRA,"MF,FW",21,2002,24.9,5,38,17,44.7,1.53,0.68,0.11,0.24,19.4,0,1,1,5.3,4.5,0.12,-0.3,-0.5,GER-Bundesliga,2023,shooting
GER,GK,28,1995,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
JPN,MF,32,1991,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
JPN,DF,24,1999,24.8,0,18,4,22.2,0.73,0.16,0.0,0.0,20.7,0,0,0,0.9,0.9,0.05,-0.9,-0.9,GER-Bundesliga,2023,shooting
GER,"FW,MF",22,2001,16.9,4,44,22,50.0,2.6,1.3,0.09,0.18,15.9,0,0,0,6.1,6.1,0.14,-2.1,-2.1,GER-Bundesliga,2023,shooting
KOR,"MF,FW",23,1999,7.0,2,18,8,44.4,2.56,1.14,0.11,0.25,17.5,0,0,0,1.8,1.8,0.1,0.2,0.2,GER-Bundesliga,2023,shooting
GER,DF,22,2000,13.1,2,17,6,35.3,1.29,0.46,0.12,0.33,17.2,0,0,0,1.3,1.3,0.08,0.7,0.7,GER-Bundesliga,2023,shooting
SRB,"FW,MF",18,2005,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
SUI,DF,21,2002,6.6,1,3,1,33.3,0.45,0.15,0.33,1.0,23.3,0,0,0,0.4,0.4,0.12,0.6,0.6,GER-Bundesliga,2023,shooting
GER,"MF,DF",20,2002,1.2,0,3,0,0.0,2.55,0.0,0.0,,19.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2,GER-Bundesliga,2023,shooting
GER,"FW,MF",18,2005,0.3,0,2,0,0.0,6.0,0.0,0.0,,7.2,0,0,0,0.9,0.9,0.55,-0.9,-0.9,GER-Bundesliga,2023,shooting
GER,MF,27,1996,2.5,1,3,1,33.3,1.19,0.4,0.33,1.0,19.8,0,0,0,0.6,0.6,0.19,0.4,0.4,GER-Bundesliga,2023,shooting
GER,DF,26,1997,23.4,2,21,6,28.6,0.9,0.26,0.1,0.33,23.3,0,0,0,0.9,0.9,0.04,1.1,1.1,GER-Bundesliga,2023,shooting
GER,DF,27,1996,11.8,0,14,4,28.6,1.18,0.34,0.0,0.0,28.2,1,0,0,0.3,0.3,0.02,-0.3,-0.3,GER-Bundesliga,2023,shooting
GER,"FW,DF",22,2000,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
GER,MF,18,2005,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
GUI,FW,27,1996,24.5,28,88,40,45.5,3.59,1.63,0.27,0.6,14.5,3,4,4,20.8,17.6,0.2,7.2,6.4,GER-Bundesliga,2023,shooting
COD,"FW,MF",24,1998,10.0,5,23,8,34.8,2.3,0.8,0.22,0.63,13.4,0,0,1,5.7,4.9,0.21,-0.7,0.1,GER-Bundesliga,2023,shooting
GER,DF,27,1996,32.1,0,28,6,21.4,0.87,0.19,0.0,0.0,15.9,0,0,0,1.7,1.7,0.06,-1.7,-1.7,GER-Bundesliga,2023,shooting
CZE,MF,25,1998,15.2,0,18,5,27.8,1.18,0.33,0.0,0.0,20.6,0,0,0,1.7,1.7,0.09,-1.7,-1.7,GER-Bundesliga,2023,shooting
GER,GK,31,1992,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
GER,MF,18,2004,0.3,0,1,0,0.0,3.1,0.0,0.0,,23.2,0,0,0,0.0,0.0,0.04,0.0,0.0,GER-Bundesliga,2023,shooting
HUN,MF,24,1999,13.5,1,21,5,23.8,1.56,0.37,0.05,0.2,16.9,0,0,0,1.8,1.8,0.08,-0.8,-0.8,GER-Bundesliga,2023,shooting
TUN,MF,26,1996,11.9,0,13,5,38.5,1.09,0.42,0.0,0.0,21.7,0,0,0,0.7,0.7,0.05,-0.7,-0.7,GER-Bundesliga,2023,shooting
GER,"FW,MF",22,2001,14.2,5,34,10,29.4,2.39,0.7,0.15,0.5,16.1,0,0,0,3.4,3.4,0.1,1.6,1.6,GER-Bundesliga,2023,shooting
USA,"MF,FW",22,2000,14.1,2,18,7,38.9,1.28,0.5,0.11,0.29,18.4,0,0,0,2.0,2.0,0.11,0.0,0.0,GER-Bundesliga,2023,shooting
CIV,"FW,MF",27,1996,1.6,1,3,1,33.3,1.86,0.62,0.33,1.0,16.9,0,0,0,0.2,0.2,0.07,0.8,0.8,GER-Bundesliga,2023,shooting
AUT,DF,36,1987,18.3,0,6,4,66.7,0.33,0.22,0.0,0.0,20.5,0,0,0,0.6,0.5,0.08,-0.6,-0.5,GER-Bundesliga,2023,shooting
NED,DF,25,1998,24.0,2,16,2,12.5,0.67,0.08,0.13,1.0,10.0,0,0,0,1.2,1.2,0.07,0.8,0.8,GER-Bundesliga,2023,shooting
CIV,"FW,MF",20,2002,7.6,1,26,12,46.2,3.43,1.58,0.04,0.08,15.6,4,0,0,2.8,2.8,0.11,-1.8,-1.8,GER-Bundesliga,2023,shooting
POR,DF,24,1999,30.0,0,13,4,30.8,0.43,0.13,0.0,0.0,12.3,0,0,0,0.8,0.8,0.06,-0.8,-0.8,GER-Bundesliga,2023,shooting
DEN,GK,30,1992,33.0,0,3,0,0.0,0.09,0.0,0.0,,11.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,GER-Bundesliga,2023,shooting
GER,"MF,DF",29,1994,13.6,1,15,3,20.0,1.11,0.22,0.07,0.33,19.1,0,0,0,0.9,0.8,0.05,0.1,0.2,GER-Bundesliga,2023,shooting
USA,FW,27,1996,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
CRO,DF,27,1995,14.4,0,11,2,18.2,0.77,0.14,0.0,0.0,23.3,2,0,1,1.4,0.6,0.06,-1.4,-0.6,GER-Bundesliga,2023,shooting
FRA,DF,30,1993,8.4,0,7,4,57.1,0.84,0.48,0.0,0.0,20.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3,GER-Bundesliga,2023,shooting
GER,FW,32,1991,14.0,4,41,13,31.7,2.92,0.93,0.1,0.31,10.8,0,0,0,6.0,6.0,0.15,-2.0,-2.0,GER-Bundesliga,2023,shooting
GER,DF,31,1991,14.7,0,1,0,0.0,0.07,0.0,0.0,,14.3,0,0,0,0.0,0.0,0.03,0.0,0.0,GER-Bundesliga,2023,shooting
GER,"FW,MF",31,1992,14.9,3,33,10,30.3,2.21,0.67,0.03,0.1,19.7,0,2,3,5.3,2.9,0.09,-2.3,-1.9,GER-Bundesliga,2023,shooting
ITA,DF,36,1987,5.1,1,0,0,,0.0,0.0,,,,0,1,1,0.8,0.0,,0.2,0.0,GER-Bundesliga,2023,shooting
FRA,MF,26,1997,17.5,0,25,6,24.0,1.43,0.34,0.0,0.0,18.0,0,0,0,1.5,1.5,0.06,-1.5,-1.5,GER-Bundesliga,2023,shooting
DEN,FW,22,2001,5.4,1,15,6,40.0,2.78,1.11,0.07,0.17,15.8,0,0,0,1.3,1.3,0.09,-0.3,-0.3,GER-Bundesliga,2023,shooting
SRB,MF,27,1996,0.2,1,1,1,100.0,6.0,6.0,1.0,1.0,13.2,0,0,0,0.8,0.8,0.76,0.2,0.2,GER-Bundesliga,2023,shooting
GER,DF,25,1998,2.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
GER,MF,29,1994,14.9,0,3,1,33.3,0.2,0.07,0.0,0.0,17.5,0,0,0,0.4,0.4,0.13,-0.4,-0.4,GER-Bundesliga,2023,shooting
GER,"DF,MF",29,1994,25.4,6,32,10,31.3,1.26,0.39,0.19,0.6,12.0,0,0,0,2.1,2.1,0.07,3.9,3.9,GER-Bundesliga,2023,shooting
GER,DF,31,1992,21.3,1,7,3,42.9,0.33,0.14,0.14,0.33,13.3,0,0,1,1.2,0.4,0.06,-0.2,0.6,GER-Bundesliga,2023,shooting
SUR,"FW,MF",28,1995,7.2,0,16,4,25.0,2.23,0.56,0.0,0.0,20.5,1,0,0,0.8,0.8,0.05,-0.8,-0.8,GER-Bundesliga,2023,shooting
BEL,"FW,MF",22,2001,6.6,3,24,9,37.5,3.64,1.37,0.13,0.33,16.8,0,0,0,2.7,2.7,0.11,0.3,0.3,GER-Bundesliga,2023,shooting
GER,DF,25,1998,6.6,0,4,1,25.0,0.61,0.15,0.0,0.0,10.2,0,0,0,0.5,0.5,0.11,-0.5,-0.5,GER-Bundesliga,2023,shooting
GER,DF,31,1991,28.7,1,5,1,20.0,0.17,0.03,0.2,1.0,13.6,0,0,0,0.6,0.6,0.12,0.4,0.4,GER-Bundesliga,2023,shooting
GER,"DF,MF",34,1989,8.9,0,4,1,25.0,0.45,0.11,0.0,0.0,18.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3,GER-Bundesliga,2023,shooting
POL,FW,26,1997,4.2,0,19,4,21.1,4.5,0.95,0.0,0.0,16.2,0,0,0,1.3,1.3,0.07,-1.3,-1.3,GER-Bundesliga,2023,shooting
GER,"DF,MF",23,1999,17.9,0,11,0,0.0,0.61,0.0,0.0,,19.5,0,0,0,0.9,0.9,0.08,-0.9,-0.9,GER-Bundesliga,2023,shooting
BUL,MF,23,2000,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
NOR,MF,18,2004,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
DEN,MF,26,1996,25.9,3,40,11,27.5,1.55,0.43,0.08,0.27,15.8,0,0,0,4.4,4.4,0.11,-1.4,-1.4,GER-Bundesliga,2023,shooting
CZE,GK,31,1992,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
USA,FW,18,2004,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
ARG,DF,22,2001,6.7,1,3,1,33.3,0.45,0.15,0.33,1.0,19.3,0,0,0,1.0,1.0,0.33,0.0,0.0,GER-Bundesliga,2023,shooting
GER,FW,22,2000,11.3,6,33,14,42.4,2.92,1.24,0.18,0.43,16.2,0,0,0,4.9,4.9,0.15,1.1,1.1,GER-Bundesliga,2023,shooting
GER,"FW,DF",18,2005,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER-Bundesliga,2023,shooting
GER,MF,29,1993,17.5,1,31,5,16.1,1.77,0.29,0.03,0.2,21.0,1,0,0,2.2,2.2,0.07,-1.2,-1.2,GER-Bundesliga,2023,shooting
AUT,DF,25,1998,24.4,1,7,1,14.3,0.29,0.04,0.14,1.0,25.1,0,0,0,0.2,0.2,0.04,0.8,0.8,GER-Bundesliga,2023,shooting
GER,FW,29,1994,30.0,12,74,32,43.2,2.47,1.07,0.09,0.22,18.9,12,5,6,12.8,7.9,0.11,-0.8,-0.9,GER-Bundesliga,2023,shooting
GER,GK,28,1995,27.0,0,1,0,0.0,0.04,0.0,0.0,,9.5,0,0,0,0.1,0.1,0.1,-0.1,-0.1,GER-Bundesliga,2023,shooting
SRB,DF,27,1995,21.3,2,6,3,50.0,0.28,0.14,0.33,0.67,16.1,0,0,0,1.7,1.7,0.29,0.3,0.3,GER-Bundesliga,2023,shooting
GER,"DF,MF",29,1994,29.3,3,44,13,29.5,1.5,0.44,0.07,0.23,14.7,0,0,0,3.8,3.8,0.09,-0.8,-0.8,GER-Bundesliga,2023,shooting
GUI,"MF,DF",28,1995,1.2,0,2,0,0.0,1.65,0.0,0.0,,22.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,GER-Bundesliga,2023,shooting
GER,"FW,MF",21,2002,13.2,2,22,6,27.3,1.67,0.45,0.09,0.33,14.2,0,0,0,2.4,2.4,0.11,-0.4,-0.4,GER-Bundesliga,2023,shooting
GER,FW,30,1993,2.0,0,5,1,20.0,2.5,0.5,0.0,0.0,15.6,0,0,0,0.5,0.5,0.09,-0.5,-0.5,GER-Bundesliga,2023,shooting
