league,season,team,player,nation,pos,age,born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type
ITA-Serie A,2022,Hellas Verona,Jayden Braaf,NED,"MF,FW",19,2002,3.2,1,0,0,8,1,3,5,2,3,0,0,0,13,0,5,0.0,misc
ITA-Serie A,2022,Hellas Verona,Josh Doig,SCO,DF,20,2002,15.0,1,0,0,14,7,2,46,11,8,0,0,0,93,16,23,41.0,misc
ITA-Serie A,2022,Hellas Verona,Juan David Cabal,COL,DF,21,2001,4.9,3,0,0,7,2,1,8,13,6,0,0,0,41,18,15,54.5,misc
ITA-Serie A,2022,Hellas Verona,Kevin Lasagna,ITA,"FW,MF",29,1992,17.5,2,0,0,25,22,15,13,5,6,0,0,0,64,20,68,22.7,misc
ITA-Serie A,2022,Hellas Verona,Koray Günter,GER,DF,27,1994,11.1,3,0,0,17,10,0,3,30,6,0,0,0,81,22,21,51.2,misc
ITA-Serie A,2022,Hellas Verona,Lorenzo Montipò,ITA,GK,26,1996,37.0,1,0,0,0,5,0,0,0,0,0,0,0,55,4,2,66.7,misc
ITA-Serie A,2022,Hellas Verona,Martin Hongla,CMR,MF,24,1998,5.8,4,0,0,11,4,0,8,6,5,0,0,0,48,5,8,38.5,misc
ITA-Serie A,2022,Hellas Verona,Miguel Veloso,POR,MF,36,1986,12.9,6,0,0,20,8,1,62,6,10,0,0,1,114,14,14,50.0,misc
ITA-Serie A,2022,Hellas Verona,Milan Đurić,BIH,FW,32,1990,15.2,3,0,0,24,29,5,0,1,1,0,0,0,30,197,57,77.6,misc
ITA-Serie A,2022,Hellas Verona,Oliver Abildgaard,DEN,MF,26,1996,6.6,2,0,0,13,7,0,5,5,6,0,0,0,37,50,21,70.4,misc
ITA-Serie A,2022,Hellas Verona,Ondrej Duda,SVK,MF,27,1994,11.8,4,0,0,17,26,0,14,13,14,0,0,0,107,11,14,44.0,misc
ITA-Serie A,2022,Hellas Verona,Panagiotis Retsos,GRE,DF,23,1998,1.4,0,0,0,4,2,0,0,2,4,0,0,0,7,3,3,50.0,misc
ITA-Serie A,2022,Hellas Verona,Paweł Dawidowicz,POL,DF,27,1995,18.1,6,1,0,37,13,1,13,23,31,0,0,0,120,43,27,61.4,misc
ITA-Serie A,2022,Hellas Verona,Roberto Piccoli,ITA,FW,21,2001,2.1,0,0,0,2,3,4,3,0,0,0,0,0,4,3,13,18.8,misc
ITA-Serie A,2022,Hellas Verona,Simone Perilli,ITA,GK,27,1995,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,misc
ITA-Serie A,2022,Hellas Verona,Simone Verdi,ITA,"MF,FW",30,1992,12.2,3,0,0,15,26,1,77,0,10,0,0,0,66,9,14,39.1,misc
ITA-Serie A,2022,Hellas Verona,Thomas Henry,FRA,FW,27,1994,11.4,4,0,0,27,16,9,5,0,3,0,0,0,29,46,39,54.1,misc
ITA-Serie A,2022,Hellas Verona,Yayah Kallon,SLE,"MF,FW",21,2001,9.6,1,0,0,13,21,4,33,8,10,0,0,0,40,9,22,29.0,misc
ITA-Serie A,2022,Inter,Alessandro Bastoni,ITA,DF,23,1999,24.0,3,0,0,19,15,1,49,24,20,0,0,0,117,39,23,62.9,misc
ITA-Serie A,2022,Inter,Alex Cordaz,ITA,GK,39,1983,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
ITA-Serie A,2022,Inter,André Onana,CMR,GK,26,1996,24.0,1,0,0,0,3,0,0,0,0,0,0,1,24,3,0,100.0,misc
ITA-Serie A,2022,Inter,Danilo D'Ambrosio,ITA,DF,33,1988,8.1,3,1,0,16,11,0,9,10,17,1,0,0,39,8,9,47.1,misc
ITA-Serie A,2022,Inter,Denzel Dumfries,NED,DF,26,1996,24.6,4,0,0,31,39,2,82,12,18,2,1,1,90,41,41,50.0,misc
ITA-Serie A,2022,Inter,Edin Džeko,BIH,FW,36,1986,19.2,3,0,0,26,24,10,24,3,2,0,0,0,60,41,43,48.8,misc
ITA-Serie A,2022,Inter,Federico Dimarco,ITA,DF,24,1997,23.0,0,0,0,12,30,5,207,18,25,0,1,0,122,5,12,29.4,misc
ITA-Serie A,2022,Inter,Francesco Acerbi,ITA,DF,34,1988,26.9,4,0,0,17,13,2,22,41,19,0,0,0,151,78,42,65.0,misc
ITA-Serie A,2022,Inter,Hakan Çalhanoğlu,TUR,MF,28,1994,26.3,3,0,0,46,26,2,167,25,27,0,0,0,193,14,15,48.3,misc
ITA-Serie A,2022,Inter,Henrikh Mkhitaryan,ARM,MF,33,1989,22.1,4,0,0,28,28,0,19,21,26,0,0,0,166,9,12,42.9,misc
ITA-Serie A,2022,Inter,Joaquín Correa,ARG,FW,27,1994,10.6,1,0,0,12,18,2,2,3,7,0,0,0,41,4,12,25.0,misc
ITA-Serie A,2022,Inter,Kristjan Asllani,ALB,MF,20,2002,6.6,2,0,0,5,7,0,21,6,5,0,0,0,37,0,4,0.0,misc
ITA-Serie A,2022,Inter,Lautaro Martínez,ARG,FW,24,1997,28.6,3,0,0,46,63,13,14,13,14,1,0,0,95,40,42,48.8,misc
ITA-Serie A,2022,Inter,Marcelo Brozović,CRO,MF,29,1992,19.7,8,0,0,24,13,0,45,22,22,0,0,0,141,6,12,33.3,misc
ITA-Serie A,2022,Inter,Matteo Darmian,ITA,DF,32,1989,22.5,3,0,0,21,20,3,28,21,30,0,0,0,121,15,23,39.5,misc
ITA-Serie A,2022,Inter,Mattia Zanotti,ITA,DF,19,2003,0.3,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0.0,misc
ITA-Serie A,2022,Inter,Milan Škriniar,SVK,DF,27,1995,19.7,5,1,1,35,14,1,5,13,18,0,0,1,112,17,18,48.6,misc
ITA-Serie A,2022,Inter,Nicolò Barella,ITA,MF,25,1997,29.0,6,0,0,32,45,9,84,12,25,0,0,0,178,20,15,57.1,misc
ITA-Serie A,2022,Inter,Raoul Bellanova,ITA,DF,22,2000,5.5,0,0,0,4,9,2,32,4,6,0,0,0,25,3,3,50.0,misc
ITA-Serie A,2022,Inter,Roberto Gagliardini,ITA,MF,28,1994,8.7,5,1,1,20,9,0,7,4,6,0,0,0,38,16,7,69.6,misc
ITA-Serie A,2022,Inter,Robin Gosens,GER,DF,28,1994,13.2,2,0,0,17,3,3,43,23,18,0,0,0,52,20,12,62.5,misc
ITA-Serie A,2022,Inter,Romelu Lukaku,BEL,FW,29,1993,18.4,1,0,0,16,6,13,24,0,1,0,0,0,23,39,35,52.7,misc
ITA-Serie A,2022,Inter,Samir Handanović,SVN,GK,38,1984,13.7,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,,misc
ITA-Serie A,2022,Inter,Stefan de Vrij,NED,DF,30,1992,21.6,4,0,0,15,7,0,0,40,18,0,1,0,100,82,30,73.2,misc
ITA-Serie A,2022,Inter,Valentin Carboni,ARG,"MF,DF",17,2005,0.3,0,0,0,0,3,0,1,0,1,0,0,0,6,0,4,0.0,misc
ITA-Serie A,2022,Juventus,Adrien Rabiot,FRA,MF,27,1995,30.5,9,0,0,45,42,2,34,26,35,0,0,0,179,50,39,56.2,misc
ITA-Serie A,2022,Juventus,Alex Sandro,BRA,DF,31,1991,19.9,5,1,0,27,25,1,19,15,20,1,0,0,127,39,22,63.9,misc
ITA-Serie A,2022,Juventus,Arkadiusz Milik,POL,FW,28,1994,17.6,3,1,1,27,29,8,6,1,8,1,1,0,40,36,56,39.1,misc
ITA-Serie A,2022,Juventus,Daniele Rugani,ITA,DF,28,1994,6.3,0,0,0,5,0,1,0,7,0,0,0,0,16,11,9,55.0,misc
ITA-Serie A,2022,Juventus,Danilo,BRA,DF,31,1991,35.4,5,0,0,33,17,0,18,47,62,0,2,0,196,53,38,58.2,misc
ITA-Serie A,2022,Juventus,Denis Zakaria,SUI,MF,25,1996,1.4,0,0,0,0,0,0,3,2,3,0,0,0,5,0,0,,misc
ITA-Serie A,2022,Juventus,Dušan Vlahović,SRB,FW,22,2000,21.4,1,0,0,19,26,22,7,3,6,1,0,0,55,36,56,39.1,misc
ITA-Serie A,2022,Juventus,Enzo Barrenechea,ARG,MF,21,2001,1.8,0,0,0,3,1,0,0,2,3,0,0,0,9,1,1,50.0,misc
ITA-Serie A,2022,Juventus,Fabio Miretti,ITA,"MF,FW",18,2003,13.7,2,0,0,24,27,4,28,4,11,1,0,0,74,10,20,33.3,misc
ITA-Serie A,2022,Juventus,Federico Chiesa,ITA,"DF,MF",24,1997,9.5,2,0,0,13,12,2,43,0,11,0,0,0,41,1,5,16.7,misc
ITA-Serie A,2022,Juventus,Federico Gatti,ITA,DF,24,1998,16.1,4,0,0,16,13,0,3,21,11,0,0,0,97,32,26,55.2,misc
ITA-Serie A,2022,Juventus,Filip Kostić,SRB,"DF,FW",29,1992,28.5,3,0,0,29,12,2,227,16,26,0,0,0,139,13,13,50.0,misc
ITA-Serie A,2022,Juventus,Gleison Bremer,BRA,DF,25,1997,29.3,6,0,0,29,11,1,0,42,20,0,1,0,180,79,50,61.2,misc
ITA-Serie A,2022,Juventus,Juan Cuadrado,COL,"DF,FW",34,1988,23.1,6,1,0,33,44,2,83,24,34,1,0,0,115,11,13,45.8,misc
ITA-Serie A,2022,Juventus,Leandro Paredes,ARG,MF,28,1994,10.9,7,1,0,20,10,0,51,17,13,0,1,0,75,4,3,57.1,misc
ITA-Serie A,2022,Juventus,Leonardo Bonucci,ITA,DF,35,1987,9.8,2,0,0,11,5,1,0,13,4,0,0,0,48,20,23,46.5,misc
ITA-Serie A,2022,Juventus,Manuel Locatelli,ITA,MF,24,1998,27.2,8,0,0,44,31,0,13,27,33,0,0,0,168,34,30,53.1,misc
ITA-Serie A,2022,Juventus,Mattia De Sciglio,ITA,DF,29,1992,11.6,0,0,0,4,11,0,26,4,7,0,0,0,40,10,11,47.6,misc
ITA-Serie A,2022,Juventus,Mattia Perin,ITA,GK,29,1992,10.5,0,0,0,0,1,0,0,0,0,0,0,0,18,2,0,100.0,misc
ITA-Serie A,2022,Juventus,Matìas Soulé,ARG,"MF,FW",19,2003,4.7,0,0,0,3,5,0,6,3,4,0,0,0,30,3,14,17.6,misc
ITA-Serie A,2022,Juventus,Moise Kean,ITA,FW,22,2000,11.1,5,1,0,15,18,8,5,5,6,0,0,0,40,9,11,45.0,misc
ITA-Serie A,2022,Juventus,Nicolò Fagioli,ITA,MF,21,2001,16.9,3,0,0,20,23,1,23,8,19,1,0,0,102,1,7,12.5,misc
ITA-Serie A,2022,Juventus,Nicolò Rovella,ITA,MF,20,2001,0.3,1,0,0,1,1,0,3,0,1,0,0,0,1,0,0,,misc
ITA-Serie A,2022,Juventus,Paul Pogba,FRA,"MF,FW",29,1993,1.2,0,0,0,2,7,0,2,0,0,0,0,0,6,7,3,70.0,misc
ITA-Serie A,2022,Juventus,Samuel Iling-Junior,ENG,"DF,FW",18,2003,3.5,1,0,0,9,2,0,12,2,2,0,0,0,18,1,3,25.0,misc
ITA-Serie A,2022,Juventus,Tommaso Barbieri,ITA,DF,19,2002,1.2,0,0,0,5,4,0,7,0,3,0,0,0,2,0,2,0.0,misc
ITA-Serie A,2022,Juventus,Weston McKennie,USA,"MF,DF",23,1998,11.7,0,0,0,13,7,3,15,11,5,0,0,0,43,12,16,42.9,misc
ITA-Serie A,2022,Juventus,Wojciech Szczęsny,POL,GK,32,1990,27.5,0,0,0,0,1,0,0,0,0,0,0,0,35,10,0,100.0,misc
ITA-Serie A,2022,Juventus,Ángel Di María,ARG,"FW,MF",34,1988,15.1,1,1,0,6,24,4,97,7,5,0,0,0,52,1,6,14.3,misc
ITA-Serie A,2022,Lazio,Adam Marušić,MNE,DF,29,1992,30.7,8,1,0,22,14,1,17,38,30,0,0,0,175,29,25,53.7,misc
ITA-Serie A,2022,Lazio,Alessio Romagnoli,ITA,DF,27,1995,32.5,6,0,0,35,19,1,0,38,15,0,0,0,139,78,45,63.4,misc
ITA-Serie A,2022,Lazio,Ciro Immobile,ITA,FW,32,1990,24.7,3,0,0,21,24,21,5,1,5,3,0,0,52,14,33,29.8,misc
ITA-Serie A,2022,Lazio,Danilo Cataldi,ITA,MF,27,1994,21.3,5,0,0,12,20,0,44,24,16,0,0,0,159,1,5,16.7,misc
ITA-Serie A,2022,Lazio,Elseid Hysaj,ALB,DF,28,1994,22.2,3,0,0,19,14,2,16,20,23,0,1,0,132,24,24,50.0,misc
ITA-Serie A,2022,Lazio,Felipe Anderson,BRA,FW,29,1993,32.9,3,0,0,40,33,7,50,31,50,1,0,0,142,14,21,40.0,misc
ITA-Serie A,2022,Lazio,Ivan Provedel,ITA,GK,28,1994,37.9,1,0,0,0,5,0,0,0,0,0,0,0,78,3,1,75.0,misc
ITA-Serie A,2022,Lazio,Luca Pellegrini,ITA,DF,23,1999,2.0,3,0,0,5,1,0,15,7,0,0,0,0,12,3,7,30.0,misc
ITA-Serie A,2022,Lazio,Luis Alberto,ESP,MF,29,1992,27.1,4,0,0,15,13,2,147,9,29,0,0,0,162,8,13,38.1,misc
ITA-Serie A,2022,Lazio,Luka Romero,ARG,FW,17,2004,1.7,0,0,0,3,6,0,0,3,0,0,0,0,10,2,1,66.7,misc
ITA-Serie A,2022,Lazio,Luís Maximiano,POR,GK,23,1999,0.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,misc
ITA-Serie A,2022,Lazio,Manuel Lazzari,ITA,DF,28,1993,20.9,8,0,0,15,39,0,36,18,21,0,0,1,90,9,14,39.1,misc
ITA-Serie A,2022,Lazio,Marco Bertini,ITA,MF,19,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
ITA-Serie A,2022,Lazio,Marcos Antônio,BRA,MF,22,2000,6.6,2,0,0,9,15,0,0,11,6,0,0,0,42,0,4,0.0,misc
ITA-Serie A,2022,Lazio,Mario Gila,ESP,DF,21,2000,1.0,0,0,0,1,1,0,0,3,1,0,0,0,6,0,3,0.0,misc
ITA-Serie A,2022,Lazio,Matteo Cancellieri,ITA,FW,20,2002,2.8,4,0,0,14,10,5,7,1,4,1,0,0,14,4,3,57.1,misc
ITA-Serie A,2022,Lazio,Mattia Zaccagni,ITA,FW,27,1995,30.8,9,0,0,53,117,5,62,21,28,0,1,0,132,15,29,34.1,misc
ITA-Serie A,2022,Lazio,Matías Vecino,URU,MF,30,1991,18.8,6,0,0,27,10,2,1,16,27,0,0,0,107,31,22,58.5,misc
ITA-Serie A,2022,Lazio,Nicolò Casale,ITA,DF,24,1998,27.1,6,0,0,22,7,0,0,17,20,0,0,0,142,45,27,62.5,misc
ITA-Serie A,2022,Lazio,Patric,ESP,DF,29,1993,15.7,1,0,0,3,4,0,0,11,11,0,0,0,96,8,22,26.7,misc
ITA-Serie A,2022,Lazio,Pedro,ESP,FW,35,1987,21.1,1,0,0,26,30,5,34,6,24,1,0,0,89,1,5,16.7,misc
ITA-Serie A,2022,Lazio,Sergej Milinković-Savić,SRB,MF,27,1995,33.6,10,0,0,45,72,2,29,28,35,0,0,0,168,96,71,57.5,misc
ITA-Serie A,2022,Lazio,Toma Bašić,CRO,MF,25,1996,5.7,2,0,0,12,17,1,20,7,4,0,0,0,32,14,6,70.0,misc
ITA-Serie A,2022,Lazio,Ștefan Radu,ROU,FW,35,1986,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
ITA-Serie A,2022,Lecce,Alessandro Tuia,ITA,DF,32,1990,5.7,1,0,0,9,2,0,1,15,6,0,0,0,34,10,14,41.7,misc
ITA-Serie A,2022,Lecce,Alexis Blin,FRA,MF,25,1996,26.4,8,0,0,47,31,1,28,34,39,1,0,0,133,55,69,44.4,misc
ITA-Serie A,2022,Lecce,Antonino Gallo,ITA,DF,22,2000,27.6,5,1,1,13,17,2,89,13,36,0,0,2,198,25,29,46.3,misc
ITA-Serie A,2022,Lecce,Assan Ceesay,GAM,FW,28,1994,20.1,2,0,0,36,27,22,15,3,18,0,0,0,51,63,80,44.1,misc
ITA-Serie A,2022,Lecce,Federico Baschirotto,ITA,DF,25,1996,37.0,6,0,0,37,11,0,14,36,30,0,1,0,204,91,64,58.7,misc
ITA-Serie A,2022,Lecce,Federico Di Francesco,ITA,"FW,MF",28,1994,22.6,5,0,0,43,32,13,45,8,16,1,0,0,86,7,21,25.0,misc
ITA-Serie A,2022,Lecce,Gabriel Strefezza,BRA,"FW,MF",25,1997,27.1,5,0,0,51,71,0,121,16,24,0,1,0,134,16,45,26.2,misc
ITA-Serie A,2022,Lecce,Giuseppe Pezzella,ITA,DF,24,1997,10.2,2,0,0,16,11,1,34,8,9,0,0,0,49,11,8,57.9,misc
ITA-Serie A,2022,Lecce,Joan Gonzàlez,ESP,MF,20,2002,24.4,8,0,0,36,45,2,26,16,28,0,0,1,135,32,67,32.3,misc
ITA-Serie A,2022,Lecce,Joel Voelkerling Persson,SWE,"FW,MF",19,2003,1.1,0,0,0,3,1,0,4,0,1,0,0,0,7,8,10,44.4,misc
ITA-Serie A,2022,Lecce,Kastriot Dermaku,ALB,DF,30,1992,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
ITA-Serie A,2022,Lecce,Kristijan Bistrović,CRO,MF,24,1998,5.1,0,0,0,2,4,1,21,0,1,0,0,0,15,2,5,28.6,misc
ITA-Serie A,2022,Lecce,Kristoffer Askildsen,NOR,MF,21,2001,8.1,3,0,0,20,7,1,19,11,3,0,1,0,45,21,19,52.5,misc
ITA-Serie A,2022,Lecce,Lameck Banda,ZAM,"FW,MF",21,2001,18.2,6,0,0,31,37,11,51,8,20,0,0,0,82,7,32,17.9,misc
ITA-Serie A,2022,Lecce,Lorenzo Colombo,ITA,FW,20,2002,16.8,4,0,0,36,16,8,10,2,9,0,0,0,52,41,118,25.8,misc
ITA-Serie A,2022,Lecce,Marcin Listkowski,POL,"MF,FW",24,1998,0.9,0,0,0,2,1,0,3,3,0,0,0,0,5,1,0,100.0,misc
ITA-Serie A,2022,Lecce,Marin Pongračić,CRO,DF,24,1997,8.8,2,0,0,15,0,0,0,16,14,0,0,0,59,9,10,47.4,misc
ITA-Serie A,2022,Lecce,Morten Hjulmand,DEN,MF,23,1999,32.9,9,1,0,61,38,0,17,72,52,0,1,0,252,41,29,58.6,misc
ITA-Serie A,2022,Lecce,Pablo Rodríguez,ESP,"FW,MF",20,2001,0.6,0,0,0,1,2,0,4,0,1,0,0,0,2,0,2,0.0,misc
ITA-Serie A,2022,Lecce,Pietro Ceccaroni,ITA,DF,26,1995,0.5,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,,misc
ITA-Serie A,2022,Lecce,Remi Oudin,FRA,"FW,MF",25,1996,14.7,3,0,0,10,14,2,113,29,13,0,0,0,90,11,12,47.8,misc
ITA-Serie A,2022,Lecce,Samuel Umtiti,FRA,DF,28,1993,23.5,8,0,0,32,27,0,2,26,34,0,0,0,167,34,26,56.7,misc
ITA-Serie A,2022,Lecce,Simone Romagnoli,ITA,DF,32,1990,1.9,0,0,0,3,0,0,0,1,5,0,0,0,9,10,8,55.6,misc
ITA-Serie A,2022,Lecce,Tommaso Cassandro,ITA,DF,22,2000,0.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,misc
ITA-Serie A,2022,Lecce,Valentin Gendrey,FRA,DF,22,2000,34.5,4,0,0,23,27,1,74,37,57,2,1,0,198,48,43,52.7,misc
ITA-Serie A,2022,Lecce,Wladimiro Falcone,ITA,GK,27,1995,38.0,2,0,0,1,5,0,0,2,0,0,1,0,45,12,2,85.7,misc
ITA-Serie A,2022,Lecce,Youssef Maleh,MAR,MF,23,1998,7.5,3,0,0,22,10,3,8,5,8,0,0,0,50,8,8,50.0,misc
ITA-Serie A,2022,Lecce,Yıldırım Mert Çetin,TUR,DF,25,1997,0.2,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,,misc
ITA-Serie A,2022,Lecce,Þórir Jóhann Helgason,ISL,MF,21,2000,2.5,0,0,0,2,2,0,10,3,2,0,0,0,12,4,7,36.4,misc
ITA-Serie A,2022,Milan,Alessandro Florenzi,ITA,DF,31,1991,2.3,1,0,0,2,1,0,22,4,4,0,0,0,14,1,0,100.0,misc
ITA-Serie A,2022,Milan,Alexis Saelemaekers,BEL,"FW,DF",23,1999,15.6,1,0,0,23,22,2,48,19,20,0,1,0,63,9,5,64.3,misc
ITA-Serie A,2022,Milan,Ante Rebić,CRO,"FW,MF",28,1993,10.9,4,0,0,18,15,8,39,1,8,0,0,0,36,12,15,44.4,misc
ITA-Serie A,2022,Milan,Antonio Mirante,ITA,GK,39,1983,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
ITA-Serie A,2022,Milan,Aster Vranckx,BEL,MF,19,2002,2.7,1,0,0,6,4,0,3,2,2,0,0,0,12,4,5,44.4,misc
ITA-Serie A,2022,Milan,Brahim Díaz,MAR,"MF,FW",22,1999,21.4,3,0,0,29,50,2,20,7,15,1,0,0,100,4,24,14.3,misc
ITA-Serie A,2022,Milan,Charles De Ketelaere,BEL,"MF,FW",21,2001,12.4,2,0,0,19,15,2,10,4,12,0,0,0,56,19,30,38.8,misc
ITA-Serie A,2022,Milan,Ciprian Tătărușanu,ROU,GK,36,1986,16.0,0,0,0,0,3,0,0,1,0,0,0,0,23,1,1,50.0,misc
ITA-Serie A,2022,Milan,Davide Calabria,ITA,DF,25,1996,18.8,6,0,0,16,15,1,41,25,44,1,1,0,122,13,12,52.0,misc
ITA-Serie A,2022,Milan,Divock Origi,BEL,FW,27,1995,11.4,1,0,0,13,17,6,11,0,5,0,0,0,33,15,34,30.6,misc
ITA-Serie A,2022,Milan,Fikayo Tomori,ENG,DF,24,1997,30.7,5,0,0,28,25,1,6,29,34,0,1,0,190,62,30,67.4,misc
ITA-Serie A,2022,Milan,Fodé Ballo-Touré,SEN,DF,25,1997,5.8,0,0,0,5,13,0,17,2,9,0,0,0,33,13,5,72.2,misc
ITA-Serie A,2022,Milan,Ismaël Bennacer,ALG,MF,24,1997,22.3,5,0,0,36,25,1,79,26,33,0,0,0,186,22,22,50.0,misc
ITA-Serie A,2022,Milan,Junior Messias,BRA,"FW,DF",31,1991,16.6,3,0,0,24,24,1,25,7,18,0,0,0,69,25,41,37.9,misc
ITA-Serie A,2022,Milan,Malick Thiaw,GER,DF,20,2001,15.1,5,0,0,14,7,1,2,12,26,0,0,0,93,52,26,66.7,misc
ITA-Serie A,2022,Milan,Marko Lazetić,SRB,FW,18,2004,0.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,misc
ITA-Serie A,2022,Milan,Matteo Gabbia,ITA,DF,22,1999,6.8,2,0,0,8,1,0,2,5,10,0,0,0,37,15,4,78.9,misc
ITA-Serie A,2022,Milan,Mike Maignan,FRA,GK,27,1995,22.0,0,0,0,0,3,0,0,1,0,0,0,0,32,3,0,100.0,misc
ITA-Serie A,2022,Milan,Olivier Giroud,FRA,FW,35,1986,23.8,8,1,1,38,24,16,5,3,5,0,0,0,48,101,63,61.6,misc
ITA-Serie A,2022,Milan,Pierre Kalulu,FRA,DF,22,2000,28.3,4,0,0,24,23,2,28,41,39,0,1,0,165,36,33,52.2,misc
ITA-Serie A,2022,Milan,Rade Krunić,BIH,MF,28,1993,18.4,8,0,0,16,19,0,3,16,28,0,0,0,134,28,24,53.8,misc
ITA-Serie A,2022,Milan,Rafael Leão,POR,"FW,MF",23,1999,26.9,7,1,1,20,30,10,71,15,7,1,0,0,84,29,29,50.0,misc
ITA-Serie A,2022,Milan,Sandro Tonali,ITA,MF,22,2000,30.1,7,0,0,35,32,5,130,25,41,0,0,0,178,15,18,45.5,misc
ITA-Serie A,2022,Milan,Sergiño Dest,USA,DF,21,2000,3.7,0,0,0,6,4,0,4,4,6,0,1,0,29,3,1,75.0,misc
ITA-Serie A,2022,Milan,Simon Kjær,DEN,DF,33,1989,11.2,4,0,0,8,1,0,2,9,8,0,0,0,55,19,14,57.6,misc
ITA-Serie A,2022,Milan,Theo Hernández,FRA,DF,24,1997,30.8,7,0,0,22,57,2,92,21,24,0,0,1,190,37,15,71.2,misc
ITA-Serie A,2022,Milan,Tiemoué Bakayoko,FRA,MF,27,1994,0.5,0,0,0,3,1,0,0,0,5,0,0,0,6,1,1,50.0,misc
ITA-Serie A,2022,Milan,Tommaso Pobega,ITA,MF,23,1999,9.8,4,0,0,30,5,0,5,9,16,0,0,0,51,13,18,41.9,misc
ITA-Serie A,2022,Milan,Yacine Adli,FRA,"MF,FW",22,2000,1.6,1,0,0,4,1,1,6,1,3,0,0,0,8,1,3,25.0,misc
ITA-Serie A,2022,Milan,Zlatan Ibrahimović,SWE,FW,40,1981,1.6,0,0,0,2,1,0,0,0,0,0,0,0,3,8,4,66.7,misc
ITA-Serie A,2022,Monza,Alessio Cragno,ITA,GK,28,1994,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,misc
ITA-Serie A,2022,Monza,Andrea Barberis,ITA,MF,28,1993,3.8,0,0,0,1,2,0,4,8,2,0,0,0,16,2,2,50.0,misc
ITA-Serie A,2022,Monza,Andrea Carboni,ITA,DF,21,2001,1.9,0,0,0,1,1,0,5,3,2,0,0,0,8,0,3,0.0,misc
ITA-Serie A,2022,Monza,Andrea Colpani,ITA,MF,23,1999,10.5,1,0,0,22,26,0,33,3,9,1,0,0,55,6,10,37.5,misc
ITA-Serie A,2022,Monza,Andrea Petagna,ITA,FW,27,1995,18.5,2,0,0,29,30,10,3,3,5,1,1,0,46,39,36,52.0,misc
ITA-Serie A,2022,Monza,Andrea Ranocchia,ITA,DF,34,1988,0.5,0,0,0,2,0,0,0,0,1,0,0,0,1,1,2,33.3,misc
ITA-Serie A,2022,Monza,Armando Izzo,ITA,DF,30,1992,27.4,10,0,0,44,45,1,7,50,50,1,1,0,150,40,37,51.9,misc
ITA-Serie A,2022,Monza,Carlos Augusto,BRA,DF,23,1999,34.3,4,0,0,41,19,6,54,24,38,0,0,0,157,57,33,63.3,misc
ITA-Serie A,2022,Monza,Christian Gytkjær,DEN,"FW,MF",32,1990,6.2,0,0,0,11,6,10,1,0,2,0,1,0,9,10,20,33.3,misc
ITA-Serie A,2022,Monza,Dany Mota,POR,"FW,MF",24,1998,21.2,2,0,0,20,33,13,45,6,7,2,0,0,60,33,60,35.5,misc
ITA-Serie A,2022,Monza,Filippo Ranocchia,ITA,MF,21,2001,5.9,1,0,0,7,12,0,13,4,6,0,0,0,32,2,6,25.0,misc
ITA-Serie A,2022,Monza,Franco Carboni,ITA,"DF,FW",19,2003,0.7,0,0,0,2,0,0,9,1,1,0,0,0,7,1,1,50.0,misc
ITA-Serie A,2022,Monza,Gianluca Caprari,ITA,"MF,FW",29,1993,27.1,7,0,0,34,50,9,76,8,6,0,0,0,101,6,21,22.2,misc
ITA-Serie A,2022,Monza,Giulio Donati,ITA,DF,32,1990,4.7,4,2,1,7,6,0,9,4,1,0,0,0,21,4,3,57.1,misc
ITA-Serie A,2022,Monza,Luca Caldirola,ITA,DF,31,1991,26.1,6,0,0,30,26,0,5,25,14,0,0,0,95,34,32,51.5,misc
ITA-Serie A,2022,Monza,Luca Marrone,ITA,DF,32,1990,1.5,0,0,0,1,2,0,0,0,0,0,0,0,8,4,5,44.4,misc
ITA-Serie A,2022,Monza,Marco D'Alessandro,ITA,"DF,FW",31,1991,3.2,2,0,0,6,9,1,13,1,4,0,0,0,19,2,2,50.0,misc
ITA-Serie A,2022,Monza,Marlon,BRA,DF,26,1995,17.7,7,1,0,23,5,1,5,18,21,0,0,1,71,40,21,65.6,misc
